periodType,currencyCode,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,month,year,symbol,open,high,low,close,volume,adjclose,dividends,splits
3M,USD,91734000.0,0.81,14766000.0,48933000.0,4069073480.0,59215000.0,82168000.0,2380452000.0,891535000.0,2941164480.0,34953000.0,2533047000.0,1213440000.0,6,2024,NHI,66.20999908447266,67.97000122070312,65.83999633789062,66.75,739000.0,62.72288513183594,0.0,0.0
3M,USD,91734000.0,0.81,14766000.0,48933000.0,4069073480.0,59215000.0,82168000.0,2380452000.0,891535000.0,2941164480.0,34953000.0,2533047000.0,1213440000.0,6,2024,NHI,67.01000213623047,67.83999633789062,65.94000244140625,67.7300033569336,1258100.0,63.643760681152344,0.9,0.0
3M,USD,92571000.0,0.66,15550000.0,42308000.0,4788139699.0,46602000.0,80158000.0,2365252000.0,817302000.0,3666870699.0,28242000.0,2561587000.0,1212682000.0,9,2024,NHI,81.02999877929688,83.38999938964844,79.66000366210938,82.30999755859375,1050200.0,78.38822174072266,0.0,0.0
3M,USD,92571000.0,0.66,15550000.0,42308000.0,4788139699.0,46602000.0,80158000.0,2365252000.0,817302000.0,3666870699.0,28242000.0,2561587000.0,1212682000.0,9,2024,NHI,82.4000015258789,85.22000122070312,81.91000366210938,85.05000305175781,787400.0,80.99767303466797,0.0,0.0
3M,USD,92571000.0,0.66,15550000.0,42308000.0,4788139699.0,46602000.0,80158000.0,2365252000.0,817302000.0,3666870699.0,28242000.0,2561587000.0,1212682000.0,9,2024,NHI,85.41000366210938,86.12999725341797,82.55999755859375,83.19999694824219,1437500.0,79.23580169677734,0.0,0.0
3M,USD,92571000.0,0.66,15550000.0,42308000.0,4788139699.0,46602000.0,80158000.0,2365252000.0,817302000.0,3666870699.0,28242000.0,2561587000.0,1212682000.0,9,2024,NHI,83.81999969482422,85.69000244140625,82.47000122070312,82.98999786376953,1143600.0,79.03582000732422,0.9,0.0
3M,USD,92571000.0,0.66,15550000.0,42308000.0,4788139699.0,46602000.0,80158000.0,2365252000.0,817302000.0,3666870699.0,28242000.0,2561587000.0,1212682000.0,9,2024,NHI,82.83000183105469,84.16000366210938,80.62000274658203,81.33999633789062,1258900.0,78.30299377441406,0.0,0.0
3M,USD,93605000.0,0.96,24289000.0,56767000.0,4286926380.0,57055000.0,82911000.0,2512516000.0,814841000.0,3166174380.0,42787000.0,2604829000.0,1229194000.0,12,2024,NHI,76.6500015258789,76.6500015258789,74.26000213623047,75.58999633789062,1010000.0,72.76768493652344,0.0,0.0
3M,USD,93605000.0,0.96,24289000.0,56767000.0,4286926380.0,57055000.0,82911000.0,2512516000.0,814841000.0,3166174380.0,42787000.0,2604829000.0,1229194000.0,12,2024,NHI,75.48999786376953,75.7300033569336,71.86000061035156,72.76000213623047,1213800.0,70.04335021972656,0.0,0.0
3M,USD,93605000.0,0.96,24289000.0,56767000.0,4286926380.0,57055000.0,82911000.0,2512516000.0,814841000.0,3166174380.0,42787000.0,2604829000.0,1229194000.0,12,2024,NHI,72.7699966430664,73.19000244140625,68.0,69.8499984741211,2303500.0,67.24199676513672,0.0,0.0
3M,USD,93605000.0,0.96,24289000.0,56767000.0,4286926380.0,57055000.0,82911000.0,2512516000.0,814841000.0,3166174380.0,42787000.0,2604829000.0,1229194000.0,12,2024,NHI,69.8499984741211,69.8499984741211,68.45999908447266,68.83000183105469,537300.0,66.26008605957031,0.0,0.0
3M,USD,93605000.0,0.96,24289000.0,56767000.0,4286926380.0,57055000.0,82911000.0,2512516000.0,814841000.0,3166174380.0,42787000.0,2604829000.0,1229194000.0,12,2024,NHI,68.69999694824219,69.55000305175781,67.41999816894531,69.19999694824219,1132100.0,66.61627197265625,0.9,0.0
3M,USD,95222000.0,0.75,135004000.0,47176000.0,4570503701.0,46478000.0,86409000.0,2689459000.0,815785000.0,3448751701.0,33817000.0,2638994000.0,1338300000.0,3,2025,NHI,71.44999694824219,74.13999938964844,71.26000213623047,72.91999816894531,1358000.0,71.12618255615234,0.0,0.0
3M,USD,95222000.0,0.75,135004000.0,47176000.0,4570503701.0,46478000.0,86409000.0,2689459000.0,815785000.0,3448751701.0,33817000.0,2638994000.0,1338300000.0,3,2025,NHI,72.77999877929688,75.25,71.20999908447266,75.0999984741211,1231900.0,73.25255584716797,0.0,0.0
3M,USD,95222000.0,0.75,135004000.0,47176000.0,4570503701.0,46478000.0,86409000.0,2689459000.0,815785000.0,3448751701.0,33817000.0,2638994000.0,1338300000.0,3,2025,NHI,75.0,76.58000183105469,73.33999633789062,73.33999633789062,1558000.0,71.53585052490234,0.0,0.0
3M,USD,95222000.0,0.75,135004000.0,47176000.0,4570503701.0,46478000.0,86409000.0,2689459000.0,815785000.0,3448751701.0,33817000.0,2638994000.0,1338300000.0,3,2025,NHI,73.63999938964844,74.98999786376953,73.19000244140625,74.69999694824219,978700.0,72.86238861083984,0.0,0.0
3M,USD,18677000.0,0.66,35040000.0,40885000.0,2507142548.0,33853000.0,52597000.0,1733142000.0,545173000.0,1652311548.0,30862000.0,-118644000.0,830200000.0,9,2024,LTC,36.5,36.9900016784668,36.04999923706055,36.66999816894531,929700.0,34.57302474975586,0.0,0.0
3M,USD,18677000.0,0.66,35040000.0,40885000.0,2507142548.0,33853000.0,52597000.0,1733142000.0,545173000.0,1652311548.0,30862000.0,-118644000.0,830200000.0,9,2024,LTC,36.529998779296875,37.72999954223633,36.36000061035156,37.689998626708984,979900.0,35.534698486328125,0.0,0.0
3M,USD,18677000.0,0.66,35040000.0,40885000.0,2507142548.0,33853000.0,52597000.0,1733142000.0,545173000.0,1652311548.0,30862000.0,-118644000.0,830200000.0,9,2024,LTC,37.70000076293945,38.11000061035156,35.810001373291016,36.0,2019500.0,33.94133377075195,0.19,0.0
3M,USD,18677000.0,0.66,35040000.0,40885000.0,2507142548.0,33853000.0,52597000.0,1733142000.0,545173000.0,1652311548.0,30862000.0,-118644000.0,830200000.0,9,2024,LTC,36.16999816894531,37.22999954223633,36.029998779296875,36.619998931884766,1199300.0,34.70655059814453,0.0,0.0
3M,USD,18677000.0,0.66,35040000.0,40885000.0,2507142548.0,33853000.0,52597000.0,1733142000.0,545173000.0,1652311548.0,30862000.0,-118644000.0,830200000.0,9,2024,LTC,36.619998931884766,36.93000030517578,35.560001373291016,35.84000015258789,1131100.0,33.96730041503906,0.0,0.0
3M,USD,21505000.0,0.4,9414000.0,27955000.0,2322679550.0,33293000.0,49468000.0,1645227000.0,540250000.0,1572396550.0,19590000.0,-126407000.0,733137000.0,12,2024,LTC,38.560001373291016,38.689998626708984,37.45000076293945,37.72999954223633,1034300.0,36.127967834472656,0.0,0.0
3M,USD,21505000.0,0.4,9414000.0,27955000.0,2322679550.0,33293000.0,49468000.0,1645227000.0,540250000.0,1572396550.0,19590000.0,-126407000.0,733137000.0,12,2024,LTC,37.7599983215332,38.060001373291016,36.66999816894531,37.150001525878906,1132300.0,35.572593688964844,0.0,0.0
3M,USD,21505000.0,0.4,9414000.0,27955000.0,2322679550.0,33293000.0,49468000.0,1645227000.0,540250000.0,1572396550.0,19590000.0,-126407000.0,733137000.0,12,2024,LTC,37.060001373291016,37.220001220703125,34.45000076293945,35.08000183105469,2944400.0,33.590484619140625,0.0,0.0
3M,USD,21505000.0,0.4,9414000.0,27955000.0,2322679550.0,33293000.0,49468000.0,1645227000.0,540250000.0,1572396550.0,19590000.0,-126407000.0,733137000.0,12,2024,LTC,35.0,35.0,34.27000045776367,34.41999816894531,1024800.0,32.95851135253906,0.19,0.0
3M,USD,21505000.0,0.4,9414000.0,27955000.0,2322679550.0,33293000.0,49468000.0,1645227000.0,540250000.0,1572396550.0,19590000.0,-126407000.0,733137000.0,12,2024,LTC,34.38999938964844,34.810001373291016,33.90999984741211,34.27000045776367,1153400.0,32.99358367919922,0.0,0.0
3M,USD,20685000.0,0.45,23295000.0,30134000.0,2301910459.0,29571000.0,45924000.0,1644081000.0,533329000.0,1626724459.0,22221000.0,-132986000.0,726207000.0,3,2025,LTC,34.84000015258789,36.33000183105469,34.7599983215332,36.09000015258789,2132200.0,35.130252838134766,0.0,0.0
3M,USD,20685000.0,0.45,23295000.0,30134000.0,2301910459.0,29571000.0,45924000.0,1644081000.0,533329000.0,1626724459.0,22221000.0,-132986000.0,726207000.0,3,2025,LTC,36.02000045776367,36.77000045776367,34.90999984741211,35.959999084472656,1468200.0,35.00370407104492,0.0,0.0
3M,USD,20685000.0,0.45,23295000.0,30134000.0,2301910459.0,29571000.0,45924000.0,1644081000.0,533329000.0,1626724459.0,22221000.0,-132986000.0,726207000.0,3,2025,LTC,35.79999923706055,36.209999084472656,34.400001525878906,34.619998931884766,2345100.0,33.69933319091797,0.19,0.0
3M,USD,20685000.0,0.45,23295000.0,30134000.0,2301910459.0,29571000.0,45924000.0,1644081000.0,533329000.0,1626724459.0,22221000.0,-132986000.0,726207000.0,3,2025,LTC,34.86000061035156,35.29999923706055,34.529998779296875,35.25,1101300.0,34.499603271484375,0.0,0.0
3M,USD,20685000.0,0.45,23295000.0,30134000.0,2301910459.0,29571000.0,45924000.0,1644081000.0,533329000.0,1626724459.0,22221000.0,-132986000.0,726207000.0,3,2025,LTC,35.29999923706055,36.11000061035156,34.5,34.689998626708984,1791500.0,33.95152282714844,0.0,0.0
3M,USD,20187000.0,0.33,7609000.0,24481000.0,2248540923.0,30027000.0,48026000.0,1653964000.0,428024000.0,1589656923.0,16548000.0,-144191000.0,750450000.0,6,2025,LTC,35.25,35.75,34.54999923706055,34.93000030517578,1326200.0,34.55588912963867,0.0,0.0
3M,USD,20187000.0,0.33,7609000.0,24481000.0,2248540923.0,30027000.0,48026000.0,1653964000.0,428024000.0,1589656923.0,16548000.0,-144191000.0,750450000.0,6,2025,LTC,34.849998474121094,35.7599983215332,34.529998779296875,35.099998474121094,1579500.0,34.72406768798828,0.0,0.0
3M,USD,20187000.0,0.33,7609000.0,24481000.0,2248540923.0,30027000.0,48026000.0,1653964000.0,428024000.0,1589656923.0,16548000.0,-144191000.0,750450000.0,6,2025,LTC,35.15999984741211,35.5,34.619998931884766,34.970001220703125,1355800.0,34.595462799072266,0.19,0.0
3M,USD,20187000.0,0.33,7609000.0,24481000.0,2248540923.0,30027000.0,48026000.0,1653964000.0,428024000.0,1589656923.0,16548000.0,-144191000.0,750450000.0,6,2025,LTC,35.0,35.58000183105469,34.439998626708984,34.5099983215332,1780500.0,34.324981689453125,0.0,0.0
3M,USD,58203000.0,0.08,86971000.0,9821000.0,1683049818.0,31223000.0,37705000.0,1994212000.0,0.0,1211272818.0,4628000.0,-593423000.0,608686000.0,6,2024,SILA,25.899999618530273,26.049999237060547,20.200000762939453,22.90999984741211,4427200.0,21.48283576965332,0.0,0.0
3M,USD,58203000.0,0.08,86971000.0,9821000.0,1683049818.0,31223000.0,37705000.0,1994212000.0,0.0,1211272818.0,4628000.0,-593423000.0,608686000.0,6,2024,SILA,22.239999771118164,22.600000381469727,20.530000686645508,21.149999618530273,5878100.0,19.832473754882812,0.0,0.0
3M,USD,58203000.0,0.08,86971000.0,9821000.0,1683049818.0,31223000.0,37705000.0,1994212000.0,0.0,1211272818.0,4628000.0,-593423000.0,608686000.0,6,2024,SILA,21.0,21.170000076293945,20.239999771118164,21.170000076293945,4254700.0,19.851228713989258,0.0,0.0
3M,USD,59870000.0,0.21,28606000.0,17403000.0,1866690398.0,28818000.0,40295000.0,1922086000.0,0.0,1391416398.0,11935000.0,-603703000.0,606958000.0,9,2024,SILA,23.440000534057617,25.760000228881836,23.389999389648438,25.649999618530273,3258400.0,24.47730255126953,0.0,0.0
3M,USD,59870000.0,0.21,28606000.0,17403000.0,1866690398.0,28818000.0,40295000.0,1922086000.0,0.0,1391416398.0,11935000.0,-603703000.0,606958000.0,9,2024,SILA,25.729999542236328,25.979999542236328,24.479999542236328,25.1299991607666,3920500.0,23.981075286865234,0.0,0.0
3M,USD,59870000.0,0.21,28606000.0,17403000.0,1866690398.0,28818000.0,40295000.0,1922086000.0,0.0,1391416398.0,11935000.0,-603703000.0,606958000.0,9,2024,SILA,25.190000534057617,25.610000610351562,24.709999084472656,25.200000762939453,11831500.0,24.047876358032227,0.0,0.0
3M,USD,59870000.0,0.21,28606000.0,17403000.0,1866690398.0,28818000.0,40295000.0,1922086000.0,0.0,1391416398.0,11935000.0,-603703000.0,606958000.0,9,2024,SILA,25.31999969482422,26.5,25.19700050354004,25.43000030517578,4153400.0,24.267358779907227,0.0,0.0
3M,USD,59870000.0,0.21,28606000.0,17403000.0,1866690398.0,28818000.0,40295000.0,1922086000.0,0.0,1391416398.0,11935000.0,-603703000.0,606958000.0,9,2024,SILA,25.149999618530273,25.899999618530273,24.90999984741211,25.149999618530273,2688900.0,24.00016212463379,0.133,0.0
3M,USD,61681000.0,0.2,39844000.0,16379000.0,1873658145.0,33691000.0,40633000.0,1925106000.0,0.0,1339424145.0,11114000.0,-607499000.0,603889000.0,12,2024,SILA,26.25,26.510000228881836,25.260000228881836,25.639999389648438,1942700.0,24.849910736083984,0.0,0.0
3M,USD,61681000.0,0.2,39844000.0,16379000.0,1873658145.0,33691000.0,40633000.0,1925106000.0,0.0,1339424145.0,11114000.0,-607499000.0,603889000.0,12,2024,SILA,25.5,25.860000610351562,25.040000915527344,25.389999389648438,1441400.0,24.607614517211914,0.0,0.0
3M,USD,61681000.0,0.2,39844000.0,16379000.0,1873658145.0,33691000.0,40633000.0,1925106000.0,0.0,1339424145.0,11114000.0,-607499000.0,603889000.0,12,2024,SILA,25.31999969482422,26.06999969482422,23.93000030517578,24.459999084472656,3022400.0,23.70627212524414,0.0,0.0
3M,USD,61681000.0,0.2,39844000.0,16379000.0,1873658145.0,33691000.0,40633000.0,1925106000.0,0.0,1339424145.0,11114000.0,-607499000.0,603889000.0,12,2024,SILA,24.479999542236328,24.719999313354492,23.889999389648438,24.079999923706055,932800.0,23.337982177734375,0.0,0.0
3M,USD,61681000.0,0.2,39844000.0,16379000.0,1873658145.0,33691000.0,40633000.0,1925106000.0,0.0,1339424145.0,11114000.0,-607499000.0,603889000.0,12,2024,SILA,23.950000762939453,24.479999542236328,23.5,24.170000076293945,1002300.0,23.425209045410156,0.0,0.0
3M,USD,65504000.0,0.14,30458000.0,15394000.0,2005196243.0,23552000.0,41930000.0,1935879000.0,0.0,1481626243.0,7898000.0,-621898000.0,633167000.0,3,2025,SILA,25.520000457763672,25.927000045776367,24.639999389648438,25.459999084472656,1757700.0,24.675457000732422,0.0,0.0
3M,USD,65504000.0,0.14,30458000.0,15394000.0,2005196243.0,23552000.0,41930000.0,1935879000.0,0.0,1481626243.0,7898000.0,-621898000.0,633167000.0,3,2025,SILA,25.399999618530273,25.889999389648438,24.56999969482422,25.670000076293945,2095500.0,24.878986358642578,0.4,0.0
3M,USD,65504000.0,0.14,30458000.0,15394000.0,2005196243.0,23552000.0,41930000.0,1935879000.0,0.0,1481626243.0,7898000.0,-621898000.0,633167000.0,3,2025,SILA,25.850000381469727,26.65999984741211,25.809999465942383,25.90999984741211,2824400.0,25.513216018676758,0.0,0.0
3M,USD,65504000.0,0.14,30458000.0,15394000.0,2005196243.0,23552000.0,41930000.0,1935879000.0,0.0,1481626243.0,7898000.0,-621898000.0,633167000.0,3,2025,SILA,26.010000228881836,26.479999542236328,25.579999923706055,26.469999313354492,1412000.0,26.064640045166016,0.0,0.0
3M,USD,14721000.0,0.38,5577000.0,11308000.0,910511631.0,12127000.0,23365000.0,553571000.0,19970000.0,541113631.0,5276000.0,836637000.0,395850000.0,6,2024,UHT,38.16999816894531,39.4900016784668,37.380001068115234,38.869998931884766,292400.0,35.54136657714844,0.0,0.0
3M,USD,14721000.0,0.38,5577000.0,11308000.0,910511631.0,12127000.0,23365000.0,553571000.0,19970000.0,541113631.0,5276000.0,836637000.0,395850000.0,6,2024,UHT,38.619998931884766,40.09000015258789,38.11000061035156,38.709999084472656,402600.0,35.39506912231445,0.0,0.0
3M,USD,14721000.0,0.38,5577000.0,11308000.0,910511631.0,12127000.0,23365000.0,553571000.0,19970000.0,541113631.0,5276000.0,836637000.0,395850000.0,6,2024,UHT,38.130001068115234,39.15999984741211,37.540000915527344,38.560001373291016,532300.0,35.25791931152344,0.73,0.0
3M,USD,14721000.0,0.38,5577000.0,11308000.0,910511631.0,12127000.0,23365000.0,553571000.0,19970000.0,541113631.0,5276000.0,836637000.0,395850000.0,6,2024,UHT,38.29999923706055,39.310001373291016,38.060001373291016,39.13999938964844,647400.0,36.47612380981445,0.0,0.0
3M,USD,15575000.0,0.29,6372000.0,10128000.0,1001836148.0,9893000.0,23108000.0,549051000.0,19662000.0,633611148.0,3997000.0,840634000.0,402691000.0,9,2024,UHT,44.540000915527344,45.09000015258789,44.0,44.63999938964844,155300.0,41.60178756713867,0.0,0.0
3M,USD,15575000.0,0.29,6372000.0,10128000.0,1001836148.0,9893000.0,23108000.0,549051000.0,19662000.0,633611148.0,3997000.0,840634000.0,402691000.0,9,2024,UHT,44.5099983215332,46.86000061035156,43.36000061035156,46.560001373291016,356600.0,43.391117095947266,0.0,0.0
3M,USD,15575000.0,0.29,6372000.0,10128000.0,1001836148.0,9893000.0,23108000.0,549051000.0,19662000.0,633611148.0,3997000.0,840634000.0,402691000.0,9,2024,UHT,46.119998931884766,47.29999923706055,45.119998931884766,45.22999954223633,691300.0,42.151634216308594,0.73,0.0
3M,USD,15575000.0,0.29,6372000.0,10128000.0,1001836148.0,9893000.0,23108000.0,549051000.0,19662000.0,633611148.0,3997000.0,840634000.0,402691000.0,9,2024,UHT,45.31999969482422,46.869998931884766,45.31999969482422,45.54999923706055,379200.0,43.126014709472656,0.0,0.0
3M,USD,15575000.0,0.29,6372000.0,10128000.0,1001836148.0,9893000.0,23108000.0,549051000.0,19662000.0,633611148.0,3997000.0,840634000.0,402691000.0,9,2024,UHT,45.34000015258789,46.0,43.08000183105469,43.310001373291016,246800.0,41.00522232055664,0.0,0.0
3M,USD,15106000.0,0.34,7097000.0,10328000.0,887346123.0,13153000.0,23254000.0,547790000.0,19349000.0,515381123.0,4661000.0,845295000.0,401321000.0,12,2024,UHT,42.25,42.369998931884766,39.779998779296875,40.209999084472656,364200.0,38.0701904296875,0.0,0.0
3M,USD,15106000.0,0.34,7097000.0,10328000.0,887346123.0,13153000.0,23254000.0,547790000.0,19349000.0,515381123.0,4661000.0,845295000.0,401321000.0,12,2024,UHT,40.2599983215332,42.06999969482422,39.630001068115234,40.09000015258789,432700.0,37.956573486328125,0.0,0.0
3M,USD,15106000.0,0.34,7097000.0,10328000.0,887346123.0,13153000.0,23254000.0,547790000.0,19349000.0,515381123.0,4661000.0,845295000.0,401321000.0,12,2024,UHT,39.400001525878906,39.63999938964844,36.52000045776367,37.16999816894531,548100.0,35.19196319580078,0.735,0.0
3M,USD,15106000.0,0.34,7097000.0,10328000.0,887346123.0,13153000.0,23254000.0,547790000.0,19349000.0,515381123.0,4661000.0,845295000.0,401321000.0,12,2024,UHT,37.060001373291016,37.560001373291016,36.349998474121094,36.56999969482422,227700.0,35.27053451538086,0.0,0.0
3M,USD,15106000.0,0.34,7097000.0,10328000.0,887346123.0,13153000.0,23254000.0,547790000.0,19349000.0,515381123.0,4661000.0,845295000.0,401321000.0,12,2024,UHT,36.56999969482422,37.90999984741211,35.86000061035156,36.47999954223633,244500.0,35.18373489379883,0.0,0.0
3M,USD,15179000.0,0.35,6974000.0,10026000.0,939426170.0,11611000.0,23184000.0,540700000.0,19034000.0,567356170.0,4777000.0,850072000.0,401316000.0,3,2025,UHT,39.88999938964844,42.02000045776367,39.849998474121094,42.02000045776367,367000.0,40.526878356933594,0.0,0.0
3M,USD,15179000.0,0.35,6974000.0,10026000.0,939426170.0,11611000.0,23184000.0,540700000.0,19034000.0,567356170.0,4777000.0,850072000.0,401316000.0,3,2025,UHT,42.0,42.439998626708984,40.349998474121094,41.52000045776367,291800.0,40.044647216796875,0.0,0.0
3M,USD,15179000.0,0.35,6974000.0,10026000.0,939426170.0,11611000.0,23184000.0,540700000.0,19034000.0,567356170.0,4777000.0,850072000.0,401316000.0,3,2025,UHT,41.52000045776367,42.16999816894531,40.70000076293945,40.77000045776367,436300.0,39.32129669189453,0.0,0.0
3M,USD,15179000.0,0.35,6974000.0,10026000.0,939426170.0,11611000.0,23184000.0,540700000.0,19034000.0,567356170.0,4777000.0,850072000.0,401316000.0,3,2025,UHT,40.439998626708984,40.880001068115234,38.939998626708984,40.779998779296875,280600.0,39.33094024658203,0.735,0.0
3M,USD,8073000.0,-0.05,4978000.0,5040000.0,1299473843.0,15726000.0,26978000.0,1095150000.0,14638000.0,595535843.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE,9.369999885559082,9.404999732971191,8.970000267028809,9.010000228881836,2275000.0,7.999240875244141,0.0,0.0
3M,USD,8073000.0,-0.05,4978000.0,5040000.0,1299473843.0,15726000.0,26978000.0,1095150000.0,14638000.0,595535843.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE,8.9399995803833,9.270000457763672,8.869999885559082,9.020000457763672,1742300.0,8.008119583129883,0.0,0.0
3M,USD,8073000.0,-0.05,4978000.0,5040000.0,1299473843.0,15726000.0,26978000.0,1095150000.0,14638000.0,595535843.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE,9.010000228881836,9.270000457763672,8.770000457763672,8.8100004196167,1604400.0,7.821677207946777,0.21,0.0
3M,USD,8073000.0,-0.05,4978000.0,5040000.0,1299473843.0,15726000.0,26978000.0,1095150000.0,14638000.0,595535843.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE,8.829999923706055,9.25,8.6899995803833,9.079999923706055,2469900.0,8.24865436553955,0.0,0.0
3M,USD,8122000.0,0.03,5723000.0,10627000.0,1357524730.0,-19743000.0,26738000.0,1096468000.0,14493000.0,662017730.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE,9.220000267028809,9.425000190734863,9.069999694824219,9.140000343322754,1138900.0,8.303160667419434,0.0,0.0
3M,USD,8122000.0,0.03,5723000.0,10627000.0,1357524730.0,-19743000.0,26738000.0,1096468000.0,14493000.0,662017730.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE,9.079999923706055,10.0,8.84000015258789,9.989999771118164,1968900.0,9.075336456298828,0.0,0.0
3M,USD,8122000.0,0.03,5723000.0,10627000.0,1357524730.0,-19743000.0,26738000.0,1096468000.0,14493000.0,662017730.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE,10.0,10.460000038146973,9.71500015258789,9.720000267028809,5226500.0,8.830057144165039,0.21,0.0
3M,USD,8122000.0,0.03,5723000.0,10627000.0,1357524730.0,-19743000.0,26738000.0,1096468000.0,14493000.0,662017730.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE,9.720000267028809,9.979999542236328,9.720000267028809,9.880000114440918,2043300.0,9.164838790893555,0.0,0.0
3M,USD,8122000.0,0.03,5723000.0,10627000.0,1357524730.0,-19743000.0,26738000.0,1096468000.0,14493000.0,662017730.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE,9.869999885559082,9.970000267028809,9.34000015258789,9.4399995803833,1419100.0,8.75668716430664,0.0,0.0
3M,USD,7424000.0,0.02,6815000.0,10509000.0,1225538880.0,-33345000.0,27757000.0,1105298000.0,14399000.0,516245880.0,2939000.0,-293736000.0,700570000.0,12,2024,GMRE,8.880000114440918,8.880000114440918,8.479999542236328,8.539999961853027,1627500.0,7.9218339920043945,0.0,0.0
3M,USD,7424000.0,0.02,6815000.0,10509000.0,1225538880.0,-33345000.0,27757000.0,1105298000.0,14399000.0,516245880.0,2939000.0,-293736000.0,700570000.0,12,2024,GMRE,8.550000190734863,8.65999984741211,8.335000038146973,8.460000038146973,2102400.0,7.847624778747559,0.0,0.0
3M,USD,7424000.0,0.02,6815000.0,10509000.0,1225538880.0,-33345000.0,27757000.0,1105298000.0,14399000.0,516245880.0,2939000.0,-293736000.0,700570000.0,12,2024,GMRE,8.430000305175781,8.579999923706055,7.679999828338623,7.860000133514404,3833700.0,7.291055679321289,0.21,0.0
3M,USD,7424000.0,0.02,6815000.0,10509000.0,1225538880.0,-33345000.0,27757000.0,1105298000.0,14399000.0,516245880.0,2939000.0,-293736000.0,700570000.0,12,2024,GMRE,7.889999866485596,7.889999866485596,7.53000020980835,7.610000133514404,2640900.0,7.2506794929504395,0.0,0.0
3M,USD,7424000.0,0.02,6815000.0,10509000.0,1225538880.0,-33345000.0,27757000.0,1105298000.0,14399000.0,516245880.0,2939000.0,-293736000.0,700570000.0,12,2024,GMRE,7.570000171661377,7.75,7.429999828338623,7.659999847412109,2449800.0,7.298318386077881,0.0,0.0
3M,USD,8104000.0,0.03,5412000.0,10904000.0,1310860870.0,-22317000.0,27010000.0,1119423000.0,14248000.0,585188870.0,3737000.0,-305677000.0,731452000.0,3,2025,GMRE,8.8100004196167,9.149999618530273,8.59000015258789,8.9399995803833,2467100.0,8.517881393432617,0.0,0.0
3M,USD,8104000.0,0.03,5412000.0,10904000.0,1310860870.0,-22317000.0,27010000.0,1119423000.0,14248000.0,585188870.0,3737000.0,-305677000.0,731452000.0,3,2025,GMRE,8.960000038146973,9.119999885559082,8.529999732971191,8.800000190734863,2455600.0,8.384490966796875,0.0,0.0
3M,USD,8104000.0,0.03,5412000.0,10904000.0,1310860870.0,-22317000.0,27010000.0,1119423000.0,14248000.0,585188870.0,3737000.0,-305677000.0,731452000.0,3,2025,GMRE,8.789999961853027,8.930000305175781,8.329999923706055,8.369999885559082,2723300.0,7.974794387817383,0.21,0.0
3M,USD,8104000.0,0.03,5412000.0,10904000.0,1310860870.0,-22317000.0,27010000.0,1119423000.0,14248000.0,585188870.0,3737000.0,-305677000.0,731452000.0,3,2025,GMRE,8.40999984741211,8.75,8.3100004196167,8.739999771118164,2068800.0,8.533543586730957,0.0,0.0
3M,USD,8073000.0,0.0,4978000.0,5040000.0,0.0,15726000.0,26978000.0,1095150000.0,14638000.0,0.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE-PA,25.09000015258789,25.399900436401367,24.83329963684082,25.139999389648438,10890.0,22.88929557800293,0.0,0.0
3M,USD,8073000.0,0.0,4978000.0,5040000.0,0.0,15726000.0,26978000.0,1095150000.0,14638000.0,0.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE-PA,25.25,25.275999069213867,24.46500015258789,24.588699340820312,43011.0,22.387351989746094,0.0,0.0
3M,USD,8073000.0,0.0,4978000.0,5040000.0,0.0,15726000.0,26978000.0,1095150000.0,14638000.0,0.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE-PA,24.600000381469727,25.38990020751953,24.600000381469727,24.75,20509.0,22.534212112426758,0.0,0.0
3M,USD,8073000.0,0.0,4978000.0,5040000.0,0.0,15726000.0,26978000.0,1095150000.0,14638000.0,0.0,-1952000.0,-268885000.0,662843000.0,6,2024,GMRE-PA,24.75,25.100000381469727,24.610000610351562,25.020000457763672,28598.0,22.780038833618164,0.0,0.0
3M,USD,8122000.0,0.0,5723000.0,10627000.0,0.0,-19743000.0,26738000.0,1096468000.0,14493000.0,0.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE-PA,25.648099899291992,25.649700164794922,25.299800872802734,25.520000457763672,18130.0,23.674781799316406,0.0,0.0
3M,USD,8122000.0,0.0,5723000.0,10627000.0,0.0,-19743000.0,26738000.0,1096468000.0,14493000.0,0.0,3391000.0,-281067000.0,677989000.0,9,2024,GMRE-PA,25.260000228881836,25.90999984741211,25.120100021362305,25.56999969482422,35690.0,23.721166610717773,0.0,0.0
