year,month,open_mean,open_var,open_min,open_max,close_mean,close_var,close_min,close_max,dividends_mean,dividends_var,dividends_min,dividends_max,volume_mean,volume_var,volume_min,volume_max,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,high,low,adjclose,symbol
2025,3,8.037499785423279,0.006224982166315862,7.96999979019165,8.149999618530273,8.009999990463257,0.018199987538764617,7.829999923706055,8.149999618530273,0.0,0.0,0.0,0.0,8776850.0,5131721843333.333,5466900.0,10575300.0,108729000.0,-0.87,147047000.0,-38451000.0,6322766054.0,49411000.0,118462000.0,5148250000.0,2685532000.0,1838992054.0,-189379000.0,-2414684000.0,3873782000.0,8.321000099182129,8.0,7.728387355804443,GNL
2024,6,20.547499656677246,0.019158310699518965,20.399999618530277,20.729999542236328,20.604100227355957,0.02503774666426283,20.440000534057617,20.799999237060547,0.0,0.0,0.0,0.0,28390.0,88566784.66666667,19547.0,39456.0,0.0,0.0,122181000.0,53901000.0,0.0,59856000.0,167753000.0,7321027000.0,3164631000.0,0.0,-35664000.0,-1929107000.0,5189449000.0,20.809999465942383,20.100000381469727,18.65615463256836,GNL-PA
2024,9,22.50256004333496,0.11895322789569053,22.200000762939453,22.895000457763672,22.648299789428712,0.10836193534560097,22.25,22.93000030517578,0.090625,0.041064453125,0.0,0.453125,126377.6,18406918942.3,33975.0,357238.0,0.0,0.0,127249000.0,12840000.0,0.0,47822000.0,163049000.0,7030615000.0,3174369000.0,0.0,-65635000.0,-2069400000.0,5060668000.0,22.40999984741211,22.01000022888184,20.5345458984375,GNL-PA
2024,12,22.74199981689453,0.2113696049502324,22.18000030517578,23.38999938964844,22.626000213623048,0.11728009674079633,22.15999984741211,23.100000381469727,0.090625,0.041064453125,0.0,0.453125,54127.6,146781602.3,35663.0,67958.0,0.0,0.0,159698000.0,71674000.0,0.0,61954000.0,163496000.0,6704817000.0,3127807000.0,0.0,-6522000.0,-2150342000.0,4768806000.0,23.5,23.040000915527344,21.74183654785156,GNL-PA
2025,3,22.576250076293945,0.09532308959993908,22.239999771118164,22.950000762939453,22.6225004196167,0.0509584058127075,22.43000030517578,22.940000534057617,0.0,0.0,0.0,0.0,34479.5,402282273.6666667,15678.0,62503.0,108729000.0,0.0,147047000.0,-38451000.0,0.0,49411000.0,118462000.0,5148250000.0,2685532000.0,0.0,-189379000.0,-2414684000.0,3873782000.0,22.959999084472656,22.209999084472656,21.719257354736328,GNL-PA
2024,6,18.980000019073486,0.10533337402345448,18.65999984741211,19.420000076293945,19.012500286102295,0.05069178733871619,18.75,19.290000915527344,0.04425,0.007832249999999997,0.0,0.177,1836100.0,109593166666.66667,1637400.0,2330500.0,195444000.0,0.42,13418000.0,79572000.0,5413389889.0,24759000.0,88854000.0,6403491000.0,4090587000.0,1377983889.0,29555000.0,82597000.0,4386507000.0,19.489999771118164,18.549999237060547,18.190200805664062,SAFE
2024,9,25.831999588012696,1.5216715184025846,24.459999084472656,27.270000457763672,25.85,1.1926009773258508,24.489999771118164,26.950000762939453,0.0354,0.0062658,0.0,0.177,1977860.0,240147043000.00003,1282500.0,2649600.0,203120000.0,0.27,15579000.0,70574000.0,5954384280.0,8262000.0,89658000.0,6483493000.0,4195673000.0,1873766280.0,19953000.0,89175000.0,4497404000.0,25.51000022888184,24.40999984741211,23.59056663513184,SAFE
2024,12,20.24200019836426,1.523721246033168,18.56999969482422,21.450000762939453,19.6939998626709,1.4396812899783966,18.549999237060547,21.350000381469727,0.0354,0.0062658,0.0,0.177,2009020.0,601153657000.0,1314300.0,3313700.0,210773000.0,0.0,8346000.0,77825000.0,5504275200.0,7898000.0,90815000.0,6561457000.0,4217439000.0,1320211200.0,26078000.0,102472000.0,4525352000.0,21.899999618530277,20.459999084472656,20.70518112182617,SAFE
2025,3,18.617499828338623,0.05015837237048576,18.32999992370605,18.84000015258789,18.509999752044678,0.14086626129180033,18.100000381469727,18.959999084472656,0.0,0.0,0.0,0.0,2048425.0,144274575833.33337,1581000.0,2505500.0,218388000.0,0.41,17296000.0,80719000.0,5554888560.0,8901000.0,96519000.0,6592316000.0,4241484000.0,1342654560.0,29410000.0,119034000.0,4548179000.0,18.979999542236328,17.790000915527344,18.26021194458008,SAFE
2024,6,22.03999948501587,0.0007333160401685568,22.0,22.059999465942383,21.75999975204468,0.10806656545021992,21.399999618530277,22.149999618530277,0.0,0.0,0.0,0.0,25419.75,229857456.91666666,7531.0,40515.0,150180000.0,0.0,20306000.0,23260000.0,0.0,17394000.0,51263000.0,1810878000.0,1419229000.0,0.0,3279000.0,-200699000.0,1780580000.0,22.440000534057617,22.020099639892575,20.1588077545166,AHH-PA
2024,9,23.472000122070312,0.6547703385167549,22.670000076293945,24.700000762939453,23.78400001525879,1.0115797652440914,22.790000915527344,24.96999931335449,0.084375,0.035595703125,0.0,0.421875,43640.6,1232811251.8000002,11640.0,99544.0,157598000.0,0.0,43852000.0,14433000.0,0.0,27337000.0,53829000.0,1820738000.0,1327971000.0,0.0,-7546000.0,-222839000.0,1679647000.0,23.290000915527344,22.549999237060547,21.158388137817383,AHH-PA
2024,12,23.00463981628418,0.10157784218899905,22.75,23.47319984436035,23.045940017700197,0.15581665576137502,22.600000381469727,23.63999938964844,0.084375,0.035595703125,0.0,0.421875,75401.8,3803013701.7,24586.0,178557.0,137484000.0,0.0,70642000.0,46918000.0,0.0,20803000.0,48304000.0,1795110000.0,1295559000.0,0.0,29036000.0,-218623000.0,1623194000.0,23.149999618530277,22.56999969482422,21.853595733642575,AHH-PA
2025,3,22.422500133514404,0.06042471427978458,22.1200008392334,22.71999931335449,22.333275318145752,0.036971650712985346,22.046600341796875,22.450000762939453,0.0,0.0,0.0,0.0,30642.5,267370839.0,16350.0,49920.0,124054000.0,0.0,45716000.0,13956000.0,0.0,107000.0,47832000.0,1806858000.0,1320552000.0,0.0,-4343000.0,-235535000.0,1596474000.0,22.790000915527344,22.280000686645508,21.5421085357666,AHH-PA
2024,6,20.237499713897705,0.007825091171676965,20.149999618530277,20.36000061035156,20.072500228881836,0.3044909917201338,19.290000915527344,20.559999465942383,0.03125,0.003906250000000001,0.0,0.125,23350.0,52676666.666666664,16400.0,33400.0,0.0,0.0,10416000.0,11063000.0,0.0,13603000.0,29734000.0,868242000.0,641386000.0,0.0,1599000.0,-610209000.0,959725000.0,20.382999420166016,20.149999618530277,18.67874526977539,GOODO
2024,9,21.00119972229004,0.010757192852906758,20.81999969482422,21.06999969482422,21.04579963684082,0.040083472897822804,20.8799991607666,21.3700008392334,0.025,0.0031250000000000006,0.0,0.125,29940.0,127088000.0,17200.0,47500.0,0.0,0.0,10531000.0,21020000.0,0.0,5540000.0,31026000.0,861563000.0,639397000.0,0.0,11718000.0,-614698000.0,927269000.0,21.049999237060547,20.8799991607666,19.551456451416016,GOODO
2024,12,21.16400032043457,0.24222981216480585,20.520000457763672,21.690000534057617,20.999599838256835,0.1294910557742694,20.649999618530277,21.399999618530277,0.025,0.0031250000000000006,0.0,0.125,29200.0,251775000.0,13400.0,52100.0,0.0,0.0,10956000.0,16333000.0,0.0,22787000.0,28799000.0,864555000.0,691485000.0,0.0,7197000.0,-623912000.0,923047000.0,22.25,21.059999465942383,20.38614654541016,GOODO
2025,3,20.830000400543213,0.01873342793836288,20.71999931335449,21.030000686645508,20.767249584197998,0.026756816561525214,20.649999618530277,21.0049991607666,0.03125,0.003906250000000001,0.0,0.125,21375.0,163382499.99999997,9500.0,35300.0,0.0,0.0,10383000.0,14274000.0,0.0,17684000.0,29033000.0,923961000.0,689446000.0,0.0,5136000.0,-635393000.0,977091000.0,21.049999237060547,20.530000686645508,20.373613357543945,GOODO
2024,6,14.21750020980835,0.05555830802920081,13.93000030517578,14.460000038146973,14.147500276565552,0.04362506262464206,13.880000114440918,14.350000381469728,0.025,0.0025000000000000005,0.0,0.1,1346750.0,209759763333.33334,834100.0,1824000.0,0.0,-0.04,10416000.0,11063000.0,1284721975.0,13603000.0,29734000.0,868242000.0,641386000.0,571574975.0,1599000.0,-610209000.0,959725000.0,14.579999923706056,14.260000228881836,13.074380874633787,GOOD
2024,9,15.700000381469726,0.22760031929037708,15.140000343322754,16.1200008392334,15.826000213623047,0.1625299908832858,15.140000343322754,16.1200008392334,0.02,0.0020000000000000005,0.0,0.1,1184080.0,118606027000.00002,839600.0,1759200.0,0.0,0.2,10531000.0,21020000.0,1426447311.0,5540000.0,31026000.0,861563000.0,639397000.0,710144311.0,11718000.0,-614698000.0,927269000.0,15.40999984741211,15.029999732971191,14.087796211242676,GOOD
2024,12,16.670000076293945,0.5043002635957232,15.90999984741211,17.600000381469727,16.408000183105468,0.1966699543765567,16.010000228881836,16.920000076293945,0.02,0.0020000000000000005,0.0,0.1,1205620.0,511833197000.0,704400.0,2443400.0,0.0,0.0,10956000.0,16333000.0,1400573257.0,22787000.0,28799000.0,864555000.0,691485000.0,714333257.0,7197000.0,-623912000.0,923047000.0,17.600000381469727,16.899999618530273,16.033414840698242,GOOD
2025,3,15.450000286102295,0.43240035146088,14.84000015258789,16.200000762939453,15.074999809265137,0.22696664861056612,14.729999542236328,15.779999732971191,0.025,0.0025000000000000005,0.0,0.1,3277225.0,2493901749166.667,1262400.0,4631800.0,0.0,0.04,10383000.0,14274000.0,1371942911.0,17684000.0,29033000.0,923961000.0,689446000.0,685449911.0,5136000.0,-635393000.0,977091000.0,16.399999618530273,15.4399995803833,15.236106872558594,GOOD
2024,6,17.579999923706055,0.11446645151833428,17.200000762939453,17.8799991607666,17.46999979019165,0.10813313344351627,17.100000381469727,17.899999618530273,0.095,0.0361,0.0,0.38,597250.0,47168896666.666664,388000.0,887800.0,11282000.0,-0.03,4794000.0,6603000.0,915024877.0,12883000.0,20506000.0,974429000.0,431752000.0,400644877.0,1183000.0,268269000.0,517953000.0,18.0,17.790000915527344,16.17333221435547,CTO
2024,9,19.155999755859376,0.018930046386958516,18.979999542236328,19.34000015258789,19.055999755859375,0.026730025787401277,18.81999969482422,19.239999771118164,0.076,0.028879999999999996,0.0,0.38,3270080.0,11356149987000.002,1378800.0,9279800.0,12341000.0,0.17,8172000.0,11746000.0,1025176652.0,21193000.0,23649000.0,1122573000.0,526838000.0,570058652.0,6227000.0,261373000.0,580342000.0,19.530000686645508,18.780000686645508,17.76372528076172,CTO
2024,12,20.012000274658202,0.3198200108337913,19.350000381469727,20.670000076293945,19.82599983215332,0.20128024932891994,19.399999618530277,20.440000534057617,0.076,0.028879999999999996,0.0,0.38,2148340.0,2076702523000.0,986300.0,4556800.0,18776000.0,0.0,9017000.0,-10187000.0,1119177271.0,23517000.0,26587000.0,1131744000.0,468004000.0,624284271.0,-15217000.0,232089000.0,568846000.0,20.709999084472656,20.07999992370605,19.259492874145508,CTO
2025,3,19.054000091552734,0.06742991287246689,18.670000076293945,19.32999992370605,18.839999771118165,0.23635007133525393,18.149999618530277,19.299999237060547,0.076,0.028879999999999996,0.0,0.38,1937440.0,42115963000.0,1713200.0,2145200.0,19267000.0,0.01,8428000.0,8120000.0,1100657154.0,10311000.0,26920000.0,1196052000.0,551188000.0,614883154.0,2261000.0,220272000.0,650020000.0,19.5,18.59000015258789,18.510276794433597,CTO
2025,6,18.300000190734863,0.05940026499471601,18.059999465942383,18.61000061035156,17.985000133514404,0.274967002106071,17.309999465942383,18.59000015258789,0.095,0.0361,0.0,0.38,1690575.0,1611645342500.0002,976200.0,3590300.0,19948000.0,-0.77,8551000.0,-16676000.0,1140420198.0,21926000.0,27460000.0,1179366000.0,605351000.0,568453198.0,-23418000.0,182362000.0,659164000.0,18.59000015258789,18.170000076293945,18.21324348449707,CTO
2024,6,23.645000457763672,0.04456668497732605,23.420000076293945,23.93000030517578,23.589999675750732,0.022799962870522054,23.479999542236328,23.799999237060547,0.1125,0.050625,0.0,0.45,254525.0,15217389166.666666,140700.0,429500.0,0.0,0.463963,35020000.0,14427000.0,872696754.0,8615000.0,17824000.0,722765000.0,415470000.0,483530754.0,9677000.0,-45311000.0,450797000.0,23.780000686645508,23.40999984741211,21.53512191772461,OLP
2024,9,27.35399971008301,0.7239298346710721,26.489999771118164,28.239999771118164,27.415999984741212,0.4867299456789625,26.5,28.229999542236328,0.09,0.0405,0.0,0.45,269520.0,9735897000.0,142200.0,375700.0,0.0,0.250884,25684000.0,10121000.0,949233620.0,9969000.0,17980000.0,730316000.0,426139000.0,568783620.0,5189000.0,-49830000.0,463526000.0,27.1299991607666,26.32999992370605,24.76665306091309,OLP
2024,12,28.447999954223633,2.1602191860965814,26.75,30.1299991607666,27.95,1.264449993897146,26.790000915527344,29.399999618530277,0.09,0.0405,0.0,0.45,293740.0,20497933000.0,186700.0,543800.0,0.0,0.509629,42315000.0,15616000.0,964268520.0,11568000.0,18629000.0,727980000.0,420555000.0,563813520.0,10552000.0,-49020000.0,458379000.0,30.299999237060547,29.170000076293945,27.92318153381348,OLP
2025,3,26.72499990463257,0.27736684494054065,26.3799991607666,27.5,26.52250051498413,0.37922500267056075,26.1200008392334,27.440000534057617,0.1125,0.050625,0.0,0.45,374875.0,11434562499.999998,269500.0,468500.0,0.0,0.18,8162000.0,9601000.0,925811880.0,10996000.0,19132000.0,774202000.0,465971000.0,547571880.0,4169000.0,-54669000.0,507356000.0,27.61000061035156,25.729999542236328,26.49567604064941,OLP
2024,9,18.25,,18.25,18.25,19.25,,19.25,19.25,0.0,,0.0,0.0,6130200.0,,6130200.0,6130200.0,1417000.0,-0.162312,9895000.0,3187000.0,0.0,10124000.0,11003000.0,599242000.0,418268000.0,0.0,-20006000.0,0.0,552096000.0,19.5,18.25,18.377397537231445,FVR
2024,12,18.786000061035157,0.3864797454072688,18.100000381469727,19.399999618530277,18.481999969482423,0.302870158081351,17.889999389648438,19.25,0.043,0.009245,0.0,0.215,1515120.0,2632460442000.0,666800.0,4410900.0,0.0,-0.19,0.0,-1139000.0,713930668.0,2685000.0,13007000.0,0.0,0.0,291315668.0,-4822000.0,0.0,0.0,19.71999931335449,19.11000061035156,18.377397537231445,FVR
2025,3,15.307500123977661,2.5462917432786676,13.59000015258789,17.15999984741211,14.197499990463257,1.9540902470273522,12.890000343322754,16.049999237060547,0.0,0.0,0.0,0.0,1144075.0,185393995833.33337,565400.0,1581800.0,2516000.0,-0.06,3309000.0,3262000.0,497326579.0,8101000.0,13867000.0,634878000.0,310214000.0,221147579.0,-1337000.0,-11546000.0,345244000.0,17.174999237060547,15.9350004196167,15.50820541381836,FVR
2024,9,23.145580291748047,0.6550114672045311,22.0,24.229999542236328,23.186019515991212,0.6376210994720157,21.959999084472656,24.000099182128903,0.07968800000000001,0.03175088672,0.0,0.39844,27522.0,133409582.0,13184.0,45034.0,12341000.0,0.0,8172000.0,11746000.0,0.0,21193000.0,23649000.0,1122573000.0,526838000.0,0.0,6227000.0,261373000.0,580342000.0,23.25,22.979999542236328,21.395172119140625,CTO-PA
2024,12,22.755999755859374,0.5948303221895894,22.0,23.649999618530277,22.503860092163087,0.35537452039971057,22.000099182128903,23.399999618530277,0.07968800000000001,0.03175088672,0.0,0.39844,60755.4,5156108630.3,22341.0,188928.0,18776000.0,0.0,9017000.0,-10187000.0,0.0,23517000.0,26587000.0,1131744000.0,468004000.0,0.0,-15217000.0,232089000.0,568846000.0,24.02589988708496,23.399999618530277,22.16790771484375,CTO-PA
2025,3,21.631379699707033,0.07346473241777825,21.38999938964844,21.950000762939453,21.188980484008788,0.6440991371116973,19.79490089416504,21.809999465942383,0.07968800000000001,0.03175088672,0.0,0.39844,40541.6,427801987.3,17701.0,68700.0,19267000.0,0.0,8428000.0,8120000.0,0.0,10311000.0,26920000.0,1196052000.0,551188000.0,0.0,2261000.0,220272000.0,650020000.0,21.93989944458008,21.075000762939453,20.67151641845703,CTO-PA
2025,6,21.522500038146973,0.02302486190819834,21.350000381469727,21.649999618530277,21.174350261688232,0.2764108185810983,20.44729995727539,21.700000762939453,0.09961,0.0396886084,0.0,0.39844,25326.75,767984627.5833334,9044.0,66814.0,19948000.0,0.0,8551000.0,-16676000.0,0.0,21926000.0,27460000.0,1179366000.0,605351000.0,0.0,-23418000.0,182362000.0,659164000.0,21.61000061035156,21.000099182128903,20.83767318725586,CTO-PA
2024,6,19.643750190734863,0.013122871271965283,19.520000457763672,19.795000076293945,19.73070001602173,0.09019101778873477,19.450000762939453,20.07999992370605,0.0,0.0,0.0,0.0,22994.75,181899668.25,15200.0,43163.0,0.0,0.0,122181000.0,53901000.0,0.0,59856000.0,167753000.0,7321027000.0,3164631000.0,0.0,-35664000.0,-1929107000.0,5189449000.0,19.8700008392334,19.450000762939453,17.58971405029297,GNL-PB
2024,9,22.786999893188476,0.17291994770057473,22.26000022888184,23.25,22.93624038696289,0.07602743893512497,22.450000762939453,23.09550094604492,0.0859376,0.0369263554688,0.0,0.429688,42903.4,370591638.8,16646.0,61207.0,0.0,0.0,127249000.0,12840000.0,0.0,47822000.0,163049000.0,7030615000.0,3174369000.0,0.0,-65635000.0,-2069400000.0,5060668000.0,22.780000686645508,22.15999984741211,20.7396240234375,GNL-PB
2024,12,21.622019958496093,0.23620873777072193,21.0,22.149999618530277,21.468000411987305,0.14647021606469787,21.149999618530277,22.030000686645508,0.0859376,0.0369263554688,0.0,0.429688,29923.4,89941061.8,15629.0,41022.0,0.0,0.0,159698000.0,71674000.0,0.0,61954000.0,163496000.0,6704817000.0,3127807000.0,0.0,-6522000.0,-2150342000.0,4768806000.0,22.46999931335449,21.41010093688965,20.41852188110352,GNL-PB
