year,month,open_mean,open_var,open_min,open_max,close_mean,close_var,close_min,close_max,dividends_mean,dividends_var,dividends_min,dividends_max,volume_mean,volume_var,volume_min,volume_max,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,high,low,adjclose,symbol
2025,3,98.3174991607666,7.8410956934628215,95.37999725341795,101.63999938964844,95.40749931335449,9.021695161446862,91.7699966430664,98.81999969482422,0.0,0.0,0.0,0.0,7746825.0,38433808709166.664,3000400.0,16705200.0,133024000.0,0.0,413858000.0,121456000.0,8522285659.0,-14508000.0,190695000.0,3906291000.0,3374758000.0,5486466659.0,63014000.0,-893872000.0,4277143000.0,100.62000274658205,94.48999786376952,96.4655990600586,RHP
2024,9,22.572260284423827,0.264238368242151,22.020000457763672,23.239999771118164,22.722000122070312,0.11371994712862891,22.190000534057617,23.100000381469727,0.07875,0.0310078125,0.0,0.39375,27588.8,326121300.7,12421.0,52600.0,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,22.200000762939453,21.899999618530277,20.4880313873291,PEB-PF
2024,12,21.495999908447267,0.7629804797368704,20.520000457763672,22.450000762939453,21.196999740600585,0.8451694498828125,20.43000030517578,22.63999938964844,0.07875,0.0310078125,0.0,0.39375,35612.8,570993833.7,8824.0,62292.0,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2244332000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,22.76000022888184,22.440000534057617,21.27085494995117,PEB-PF
2025,3,18.43575973510742,0.08116798266673864,18.038799285888672,18.739999771118164,18.358480072021486,0.2372875609915358,17.5,18.670000076293945,0.07875,0.0310078125,0.0,0.39375,81943.6,1802361017.3,24716.0,119374.0,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2245038000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,19.049999237060547,18.25,17.66565704345703,PEB-PF
2025,6,18.41374969482422,0.03372283833838704,18.15999984741211,18.584999084472656,18.419724941253662,0.004592335618932782,18.33889961242676,18.5,0.0,0.0,0.0,0.0,11416.0,61231334.0,6260.0,23045.0,49691000.0,0.0,256130000.0,52468000.0,0.0,90542000.0,119773000.0,4886463000.0,2245735000.0,0.0,19285000.0,-1431394000.0,2922209000.0,18.459999084472656,18.15999984741211,17.947309494018555,PEB-PF
2024,6,24.874974727630615,0.004161678274916684,24.799999237060547,24.949899673461918,24.874999523162842,0.012700040944461725,24.71999931335449,24.989999771118164,0.121875,0.059414062499999996,0.0,0.4875,76280.25,68551461.58333333,67118.0,84688.0,30916000.0,0.0,371133000.0,64189000.0,0.0,113527000.0,115718000.0,4189698000.0,2222642000.0,0.0,37291000.0,-1057061000.0,2570256000.0,24.999900817871094,24.68000030517578,22.426515579223636,RLJ-PA
2024,9,26.104000091552734,0.045629984970219195,25.90999984741211,26.350000381469727,26.108000183105467,0.14377033279451945,25.649999618530277,26.6200008392334,0.0975,0.04753125,0.0,0.4875,130819.4,2611508487.8,51817.0,175028.0,26437000.0,0.0,385384000.0,48002000.0,0.0,80099000.0,97993000.0,4153715000.0,2218826000.0,0.0,20643000.0,-1066035000.0,2572455000.0,25.979999542236328,25.81999969482422,23.9992618560791,RLJ-PA
2024,12,25.29000053405762,0.004650003051938248,25.18000030517578,25.36000061035156,25.245999908447267,0.016730002899566908,25.100000381469727,25.40999984741211,0.0975,0.04753125,0.0,0.4875,109300.8,2118667821.7,71761.0,186302.0,25494000.0,0.0,409809000.0,32393000.0,0.0,71026000.0,87645000.0,4137703000.0,2220081000.0,0.0,5511000.0,-1090186000.0,2585602000.0,25.62989997863769,25.180099487304688,23.947471618652344,RLJ-PA
2025,3,25.182499885559082,0.0008916598004966668,25.149999618530277,25.21999931335449,25.15262508392334,0.003177604571344038,25.07999992370605,25.21050071716309,0.0,0.0,0.0,0.0,104247.5,2352672453.666667,68632.0,172349.0,27515000.0,0.0,347526000.0,29187000.0,0.0,16300000.0,83863000.0,4088661000.0,2221406000.0,0.0,3172000.0,-1116044000.0,2569975000.0,25.290000915527344,25.1200008392334,24.16002082824707,RLJ-PA
2024,9,22.53002014160156,0.10026169591837977,22.06999969482422,22.790000915527344,22.7189998626709,0.02615486118338562,22.55500030517578,22.96999931335449,0.07968800000000001,0.03175088672,0.0,0.39844,38860.4,1007136461.3000001,9812.0,91151.0,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,22.795000076293945,21.950000762939453,20.94062042236328,PEB-PE
2024,12,21.222000122070312,0.5470205654910383,20.299999237060547,21.950000762939453,20.982260131835936,0.7391188010031321,20.15999984741211,22.208499908447266,0.07968800000000001,0.03175088672,0.0,0.39844,62224.8,806665744.6999999,34374.0,108650.0,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2244332000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,22.48579978942871,21.43000030517578,20.827363967895508,PEB-PE
2025,3,18.469000244140624,0.11445504180919627,17.93000030517578,18.825000762939453,18.195999908447266,0.3259304450231869,17.209999084472656,18.600000381469727,0.07968800000000001,0.03175088672,0.0,0.39844,66580.2,3874747290.7000003,23402.0,172417.0,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2245038000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,18.950000762939453,18.399999618530277,17.793203353881836,PEB-PE
2025,6,17.986449718475342,0.00974511581049867,17.84079933166504,18.059999465942383,18.107500076293945,0.004891658529231889,18.040000915527344,18.190000534057617,0.0,0.0,0.0,0.0,23467.25,97126772.91666667,13140.0,34144.0,49691000.0,0.0,256130000.0,52468000.0,0.0,90542000.0,119773000.0,4886463000.0,2245735000.0,0.0,19285000.0,-1431394000.0,2922209000.0,18.37989997863769,17.75,17.790462493896484,PEB-PE
2024,6,15.070000171661377,0.4278672938031984,14.619999885559082,16.040000915527344,14.849999904632568,0.017199935404581475,14.68000030517578,14.979999542236328,0.0625,0.015625,0.0,0.25,13425750.0,7398438816666.665,11241800.0,17105100.0,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,16.209999084472656,14.779999732971191,13.14852523803711,PK
2024,9,14.726000022888183,0.5285799311829572,14.100000381469728,15.760000228881836,14.604000091552734,0.4010302512360806,14.039999961853027,15.600000381469728,0.05,0.0125,0.0,0.25,14476900.0,9027106500000.0,9258000.0,16635400.0,124000000.0,0.26,480000000.0,128000000.0,7257291817.0,97000000.0,181000000.0,8331000000.0,4579000000.0,2910291817.0,57000000.0,-353000000.0,5466000000.0,15.25,14.079999923706056,12.66511058807373,PK
2024,12,15.260000038146973,0.19194987945565967,14.800000190734863,15.800000190734863,14.977999877929687,0.2958699702073316,14.1899995803833,15.649999618530272,0.13,0.0845,0.0,0.65,17114180.0,17481694252000.0,10099300.0,20699900.0,131000000.0,0.32,402000000.0,90000000.0,7161923439.0,17000000.0,162000000.0,8210000000.0,4565000000.0,2849923439.0,73000000.0,-420000000.0,5567000000.0,16.229999542236328,15.234999656677246,14.26838493347168,PK
2025,3,11.608000183105469,0.5571200665283861,10.579999923706056,12.369999885559082,11.034000015258789,1.1943306111527818,9.359999656677246,12.390000343322754,0.05,0.0125,0.0,0.25,24052780.0,13881577292000.0,18173900.0,28277300.0,125000000.0,-0.29,233000000.0,12000000.0,6522678253.0,9000000.0,169000000.0,8059000000.0,4565000000.0,2133678253.0,-57000000.0,-525000000.0,5465000000.0,12.5,11.505000114440918,11.81841278076172,PK
2025,6,10.245000123977661,0.02096663780222727,10.0600004196167,10.369999885559082,10.21749997138977,0.06782503871932054,9.899999618530272,10.529999732971191,0.0,0.0,0.0,0.0,20153975.0,5201279602499.999,18247000.0,23090600.0,129000000.0,0.0,319000000.0,68000000.0,6599898464.0,65000000.0,212000000.0,8008000000.0,4564000000.0,2044898464.0,-2000000.0,-580000000.0,5482000000.0,10.385000228881836,9.9350004196167,10.02617359161377,PK
2024,6,10.105000019073486,0.05696666132613865,9.90999984741211,10.40999984741211,10.140000104904175,0.050599982961027086,9.960000038146973,10.460000038146973,0.0225,0.0020250000000000003,0.0,0.09,7547650.0,13346017210000.0,4595600.0,12807400.0,37793000.0,0.11,159151000.0,38540000.0,2841004203.0,54793000.0,127037000.0,2697940000.0,239263000.0,2130434203.0,26142000.0,-534121000.0,984810000.0,10.40999984741211,10.010000228881836,9.57315731048584,SHO
2024,9,10.336000061035156,0.10402994129190131,9.890000343322754,10.760000228881836,10.372000122070313,0.12152001617441792,9.890000343322754,10.75,0.018,0.00162,0.0,0.09,11320900.0,9821498995000.0,8475500.0,16464900.0,34110000.0,-0.003694,115542000.0,18007000.0,3024195796.0,46606000.0,103256000.0,2657657000.0,239112000.0,2073488796.0,3249000.0,-552989000.0,991746000.0,10.350000381469728,9.81999969482422,9.541687965393066,SHO
2024,12,11.784000015258789,0.3323796778870937,10.770000457763672,12.1899995803833,12.011999893188477,0.023220006256178802,11.789999961853027,12.210000038146973,0.018,0.00162,0.0,0.09,14439780.0,139688634317000.0,3961700.0,33326500.0,34109000.0,-0.02,107199000.0,10971000.0,3370626917.0,30493000.0,96748000.0,2663817000.0,841047000.0,2377767917.0,836000.0,-574940000.0,1002619000.0,12.1899995803833,10.65999984741211,11.744629859924316,SHO
2025,3,10.137499809265137,0.15929185994476353,9.729999542236328,10.489999771118164,9.882500171661377,0.2216917949678341,9.470000267028809,10.5600004196167,0.0,0.0,0.0,0.0,10846800.0,6881666780000.001,8610500.0,14642000.0,50371000.0,0.01,72334000.0,17172000.0,2920398573.0,32031000.0,107233000.0,2637817000.0,516559000.0,1893281573.0,5255000.0,-591394000.0,1019174000.0,10.670000076293944,10.289999961853027,10.354106903076172,SHO
2024,6,8.322499752044678,0.04169166781108894,8.149999618530273,8.569999694824219,8.309999942779541,0.011799993387891542,8.210000038146973,8.449999809265137,0.0075,0.00022499999999999997,0.0,0.03,8294375.0,1948361202500.0,6900600.0,9595100.0,171793000.0,0.1,125219000.0,41688000.0,2942962458.0,38809000.0,175782000.0,2812785000.0,1172479000.0,1775044458.0,24631000.0,-633919000.0,1599620000.0,8.640000343322754,8.1899995803833,7.81416130065918,DRH
2024,9,8.697999954223633,0.09656988208780641,8.270000457763672,9.079999923706056,8.786000061035157,0.12712984668742144,8.300000190734863,9.109999656677246,0.006,0.00017999999999999998,0.0,0.03,10399140.0,14716993723000.0,8404300.0,17246800.0,167959000.0,0.11,75287000.0,43482000.0,2970610731.0,39033000.0,158046000.0,2746295000.0,1097215000.0,1809523731.0,26557000.0,-616934000.0,1523445000.0,8.760000228881836,8.239999771118164,7.899579048156738,DRH
2024,12,9.395999908447266,0.05057995883953491,9.149999618530272,9.649999618530272,9.339999771118164,0.08275001621250308,8.9399995803833,9.649999618530272,0.046,0.01058,0.0,0.23,14294620.0,70669177207000.0,3985900.0,22358300.0,145947000.0,-0.07,81381000.0,7136000.0,3010920656.0,22081000.0,150820000.0,2685481000.0,1095294000.0,1874557656.0,-11296000.0,-679050000.0,1573319000.0,10.0,9.149999618530272,9.148492813110352,DRH
2025,3,8.132499933242798,0.05182488168088639,7.920000076293945,8.4399995803833,7.992499947547913,0.1476916873614112,7.639999866485596,8.539999961853027,0.02,0.0015999999999999999,0.0,0.08,14139950.0,3540770356666.6665,12388800.0,16029400.0,160991000.0,0.05,100621000.0,25235000.0,2710941354.0,2044000.0,134676000.0,2657789000.0,1092941000.0,1611745354.0,11915000.0,-686428000.0,1527945000.0,8.5600004196167,8.050000190734863,8.365385055541992,DRH
2024,9,13.236000061035156,0.47828006813051593,12.380000114440918,14.300000190734863,13.306000137329102,0.4958802577210011,12.40999984741211,14.3100004196167,0.002,2e-05,0.0,0.01,9523160.0,12440931238000.0,5752100.0,14758500.0,61039000.0,0.27,133965000.0,46316000.0,4010013237.0,76079000.0,112236000.0,4959439000.0,2207714000.0,1583544237.0,45145000.0,-1330539000.0,2880679000.0,13.390000343322754,12.380000114440918,12.367091178894045,PEB
2024,12,13.957999801635742,0.24436984622961977,13.449999809265137,14.489999771118164,13.929999923706054,0.3083499340057635,13.449999809265137,14.579999923706056,0.002,2e-05,0.0,0.01,7352420.0,12045259037000.0,4044600.0,11640100.0,39125000.0,-0.51,206650000.0,-26327000.0,4011056088.0,69252000.0,63828000.0,4943880000.0,2244332000.0,1616317088.0,-49848000.0,-1392860000.0,2905464000.0,14.850000381469728,13.720000267028809,14.540319442749023,PEB
2025,3,11.070000076293946,1.0017996532440525,10.010000228881836,12.369999885559082,10.331999969482421,1.7378193899919099,8.430000305175781,12.109999656677246,0.002,2e-05,0.0,0.01,13019820.0,16019695567000.0,8213000.0,17459400.0,43173000.0,-0.37,208070000.0,-10119000.0,3559259242.0,50341000.0,59779000.0,4882317000.0,2245038000.0,1198160242.0,-32180000.0,-1437622000.0,2924205000.0,12.56999969482422,11.5600004196167,12.086007118225098,PEB
2025,6,9.40499997138977,0.09370004539497738,9.130000114440918,9.789999961853027,9.527499914169312,0.19389154122677596,8.960000038146973,10.029999732971191,0.0,0.0,0.0,0.0,11823625.0,1158993789166.6667,10582900.0,13202200.0,49691000.0,0.06,256130000.0,52468000.0,3546060808.0,90542000.0,119773000.0,4886463000.0,2245735000.0,1185664808.0,19285000.0,-1431394000.0,2922209000.0,9.65999984741211,8.800000190734863,9.600418090820312,PEB
2024,6,9.704999923706055,0.06196657867440102,9.510000228881836,10.06999969482422,9.630000114440918,0.0042000205994552784,9.56999969482422,9.720000267028809,0.025,0.0025000000000000005,0.0,0.1,6737400.0,1349467406666.6665,5247300.0,7981800.0,30916000.0,0.2,371133000.0,64189000.0,3860144797.0,113527000.0,115718000.0,4189698000.0,2222642000.0,1501322797.0,37291000.0,-1057061000.0,2570256000.0,10.1899995803833,9.699999809265137,8.969319343566895,RLJ
2024,9,9.376000022888183,0.10347990657810459,9.09000015258789,9.90999984741211,9.390000152587891,0.10260005702975812,9.079999923706056,9.890000343322754,0.03,0.0045,0.0,0.15,8179540.0,1291880383000.0,7217800.0,9504500.0,26437000.0,0.09,385384000.0,48002000.0,3748658071.0,80099000.0,97993000.0,4153715000.0,2218826000.0,1410311071.0,20643000.0,-1066035000.0,2572455000.0,9.56999969482422,8.989999771118164,8.467787742614746,RLJ
2024,12,10.282000160217285,0.024170007782049432,10.100000381469728,10.510000228881836,10.24199981689453,0.03217008502970215,9.979999542236328,10.43000030517578,0.03,0.0045,0.0,0.15,7895440.0,14701484493000.0,3051800.0,12492100.0,25494000.0,-0.01,409809000.0,32393000.0,3885033841.0,71026000.0,87645000.0,4137703000.0,2220081000.0,1565147841.0,5511000.0,-1090186000.0,2585602000.0,10.84000015258789,9.970000267028809,9.8841552734375,RLJ
2025,3,8.992500066757202,0.2320915446600793,8.460000038146973,9.479999542236328,8.680000066757202,0.4229999275208535,8.020000457763672,9.550000190734863,0.0,0.0,0.0,0.0,12558600.0,8259648646666.665,10314600.0,16769800.0,27515000.0,-0.02,347526000.0,29187000.0,3493273093.0,16300000.0,83863000.0,4088661000.0,2221406000.0,1196963093.0,3172000.0,-1116044000.0,2569975000.0,9.59000015258789,9.09000015258789,9.18395709991455,RLJ
2024,6,20.923725128173828,0.04267048845698177,20.76499938964844,21.20989990234375,21.012500286102295,0.08122508150790948,20.799999237060547,21.43000030517578,0.0,0.0,0.0,0.0,27967.25,173481870.25,17274.0,47100.0,27967000.0,0.0,45873000.0,61903000.0,0.0,50325000.0,73029000.0,2277335000.0,1345492000.0,0.0,38698000.0,-326108000.0,1461699000.0,21.43000030517578,20.020000457763672,19.396413803100582,INN-PE
2024,9,20.936000061035156,0.14003008338950187,20.489999771118164,21.440000534057617,21.030000305175783,0.06854987640399514,20.61000061035156,21.270000457763672,0.0,0.0,0.0,0.0,81125.0,1036896013.0,51978.0,133894.0,20724000.0,0.0,51698000.0,17204000.0,0.0,55663000.0,59924000.0,2247427000.0,1336095000.0,0.0,-3556000.0,-339047000.0,1463783000.0,20.729999542236328,20.36009979248047,19.44683837890625,INN-PE
2024,12,20.947999954223633,0.011470063476735565,20.81999969482422,21.11000061035156,20.95800018310547,0.009070010833965917,20.850000381469727,21.100000381469727,0.0,0.0,0.0,0.0,62553.0,699921335.0,25734.0,96962.0,18625000.0,0.0,40637000.0,9041000.0,0.0,32185000.0,58161000.0,2306151000.0,1186710000.0,0.0,916000.0,-347041000.0,1511184000.0,21.100000381469727,20.690000534057617,20.1829776763916,INN-PE
2025,3,20.181000232696533,0.019577414947888977,20.02400016784668,20.36000061035156,20.15457534790039,0.05235487929166999,19.93000030517578,20.45829963684082,0.0,0.0,0.0,0.0,31446.75,1437023384.9166667,7134.0,87694.0,23568000.0,0.0,48194000.0,21333000.0,0.0,25850000.0,65627000.0,2338025000.0,1417690000.0,0.0,623000.0,-360404000.0,1529622000.0,20.28089904785156,19.540000915527344,19.53878593444824,INN-PE
2024,6,5.957500100135803,0.046958372910826975,5.75,6.260000228881836,5.90749990940094,0.009224971675905637,5.809999942779541,5.989999771118164,0.0,0.0,0.0,0.0,3363400.0,510975053333.3333,2475500.0,4221900.0,27967000.0,0.29,45873000.0,61903000.0,2062155313.0,50325000.0,73029000.0,2277335000.0,1345492000.0,648071313.0,38698000.0,-326108000.0,1461699000.0,6.260000228881836,5.980000019073486,5.6689934730529785,INN
2024,9,6.689999961853028,0.07884998550416639,6.360000133514404,7.059999942779541,6.769999885559082,0.11165002546310912,6.389999866485596,7.139999866485596,0.0,0.0,0.0,0.0,4390620.0,3142366817000.0,2382500.0,6796000.0,20724000.0,-0.04,51698000.0,17204000.0,2068870404.0,55663000.0,59924000.0,2247427000.0,1336095000.0,743989404.0,-3556000.0,-339047000.0,1463783000.0,6.829999923706055,6.380000114440918,6.122218608856201,INN
2024,12,6.725999927520752,0.006530005664831162,6.599999904632568,6.809999942779541,6.766000080108642,0.001980013866455011,6.699999809265137,6.820000171661377,0.0,0.0,0.0,0.0,3699220.0,4754976607000.0,1814100.0,7274800.0,18625000.0,0.01,40637000.0,9041000.0,2052164291.0,32185000.0,58161000.0,2306151000.0,1186710000.0,742784291.0,916000.0,-347041000.0,1511184000.0,6.989999771118164,6.460000038146973,6.550177574157715,INN
2025,3,6.075000047683716,0.2646332625071561,5.630000114440918,6.550000190734863,5.8125,0.30849172795615243,5.400000095367432,6.630000114440918,0.0,0.0,0.0,0.0,5050100.0,1193611646666.6667,4234100.0,6569900.0,23568000.0,-0.04,48194000.0,21333000.0,1983622061.0,25850000.0,65627000.0,2338025000.0,1417690000.0,602574061.0,623000.0,-360404000.0,1529622000.0,6.650000095367432,6.360000133514404,6.512914180755615,INN
2024,6,8.365000009536743,0.026700049209694043,8.199999809265137,8.59000015258789,8.40750002861023,0.02569166812910832,8.260000228881836,8.569999694824219,0.0175,0.0012250000000000002,0.0,0.07,5829375.0,21454277109166.668,1667100.0,12449200.0,4176000.0,0.1,10595000.0,14403000.0,847767303.0,24978000.0,33652000.0,1216214000.0,329790000.0,416699303.0,7032000.0,-280852000.0,504585000.0,8.84000015258789,8.449999809265137,8.154585838317871,CLDT
2024,9,8.510000038146973,0.1123499835968687,8.119999885559082,9.039999961853027,8.540000343322754,0.10875001430513306,8.140000343322754,9.020000457763672,0.014000000000000002,0.0009800000000000002,0.0,0.07,1239600.0,75110485000.00002,794200.0,1546300.0,4357000.0,0.05,19349000.0,12222000.0,876822365.0,28817000.0,32200000.0,1201264000.0,435991000.0,416720365.0,4341000.0,-282011000.0,496865000.0,8.510000228881836,8.069999694824219,7.811873435974121,CLDT
2024,12,9.331999969482421,0.10571993759158421,8.920000076293945,9.699999809265137,9.24600009918213,0.14293005020153968,8.8100004196167,9.670000076293944,0.014000000000000002,0.0009800000000000002,0.0,0.07,1221320.0,314146572000.0,578500.0,1894000.0,2921000.0,-0.08,20195000.0,5369000.0,875204022.0,12939000.0,24339000.0,1165020000.0,296849000.0,437765022.0,-1854000.0,-289130000.0,462684000.0,9.789999961853027,9.020000457763672,9.288360595703123,CLDT
2025,3,7.880000114440918,0.1496667022705273,7.539999961853027,8.220000267028809,7.639999866485596,0.24899990653996926,7.21999979019165,8.359999656677246,0.0,0.0,0.0,0.0,1932600.0,229669899999.99997,1288000.0,2440900.0,3134000.0,-0.01,18591000.0,8033000.0,756581232.0,4190000.0,20835000.0,1135707000.0,281056000.0,349245232.0,1519000.0,-293990000.0,437430000.0,8.470000267028809,7.920000076293945,8.152159690856934,CLDT
2024,6,19.022500038146973,0.04369167353312756,18.75,19.25,18.82972478866577,0.10664669031484664,18.3799991607666,19.100000381469727,0.1289,0.06646083999999998,0.0,0.5156,14938.75,4434899.583333334,11892.0,16538.0,32412000.0,0.0,114607000.0,13384000.0,0.0,24117000.0,49166000.0,1410703000.0,1128439000.0,0.0,-13787000.0,-437302000.0,1907836000.0,19.100000381469727,18.21999931335449,16.753999710083008,BHR-PD
2024,9,19.681400299072266,2.685137020251199,18.399999618530277,21.989900588989254,20.384020233154295,2.260699929033581,18.770099639892575,22.450000762939453,0.10311999999999999,0.053168671999999986,0.0,0.5156,13960.0,24256880.5,7734.0,19709.0,32479000.0,0.0,168675000.0,66882000.0,0.0,9000.0,16071000.0,1484908000.0,1208013000.0,0.0,39835000.0,-442157000.0,1872398000.0,18.8700008392334,18.350000381469727,16.97794532775879,BHR-PD
2024,12,19.84799995422363,1.260119574432609,18.899999618530277,21.15999984741211,19.26599998474121,0.7539300711825493,18.600000381469727,20.75,0.10311999999999999,0.053168671999999986,0.0,0.5156,22752.2,302869316.7,5633.0,49440.0,31754000.0,0.0,135465000.0,5038000.0,0.0,6652000.0,30621000.0,1450731000.0,1210018000.0,0.0,-21767000.0,-477804000.0,1868733000.0,21.299999237060547,20.725000381469727,19.20999336242676,BHR-PD
2025,3,20.725599765777588,0.0322932207670117,20.472400665283203,20.88999938964844,20.667500019073486,0.03569154574112633,20.489999771118164,20.899999618530277,0.0,0.0,0.0,0.0,7848.75,4013671.5833333335,5756.0,9986.0,39899000.0,0.0,81689000.0,36966000.0,0.0,15146000.0,63029000.0,1441560000.0,1202668000.0,0.0,10672000.0,-482575000.0,1836122000.0,20.899999618530277,20.0,19.550920486450195,BHR-PD
2024,6,15.192500114440918,0.1792915229798382,14.600000381469728,15.59000015258789,15.65750002861023,0.0958915501277412,15.220000267028809,15.949999809265137,0.132025,0.0697224025,0.0,0.5281,13994.25,55214137.583333336,5182.0,23357.0,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,15.220000267028809,14.56999969482422,13.143528938293455,AHT-PD
2024,9,19.26599998474121,1.605479999084491,17.5,20.5,19.348600006103517,1.9169743283189766,17.5,20.94700050354004,0.10562,0.05577792200000001,0.0,0.5281,14998.8,97955619.2,7317.0,31907.0,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,18.96999931335449,17.499900817871094,16.930437088012695,AHT-PD
2024,12,14.888640022277832,0.38953452180594395,14.0,15.74250030517578,14.783999824523926,0.26902986022951125,14.0,15.359999656677246,0.10562,0.05577792200000001,0.0,0.5281,23007.4,272409021.3,6883.0,48657.0,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,15.246500015258787,14.899499893188477,13.687735557556152,AHT-PD
2025,3,19.546574592590332,0.09851987680910196,19.149999618530277,19.913799285888672,19.78274965286255,0.023850174512517835,19.600000381469727,19.92099952697754,0.0,0.0,0.0,0.0,10121.5,24730983.0,3643.0,15042.0,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,19.989999771118164,19.100000381469727,18.862457275390625,AHT-PD
2024,6,13.357625007629395,0.7174509593175268,12.385499954223633,14.335000038146973,14.109999895095825,0.3093999471028985,13.289999961853027,14.5,0.115225,0.053107202499999985,0.0,0.4609,21837.75,289172652.9166667,3388.0,39501.0,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,13.289999961853027,11.699999809265137,11.438764572143556,AHT-PG
2024,9,17.368519592285157,0.5115273915900617,16.452600479125977,18.3799991607666,17.922000122070312,0.8221699944308055,16.5,18.93000030517578,0.09218,0.042485761999999996,0.0,0.4609,13369.4,39877222.8,4821.0,22562.0,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,18.989900588989254,17.0,16.820526123046875,AHT-PG
2024,12,13.749760055541993,0.3345063339177613,12.75,14.220000267028809,13.429999923706054,0.34810017051704584,12.779999732971191,14.100000381469728,0.09218,0.042485761999999996,0.0,0.4609,17767.4,346306832.3,2929.0,48705.0,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,14.420000076293944,13.989999771118164,12.750398635864258,AHT-PG
2025,3,15.668224811553957,0.05169189617633178,15.329999923706056,15.81999969482422,15.751999855041504,0.006642694305507278,15.637999534606934,15.81999969482422,0.0,0.0,0.0,0.0,7506.25,12140160.916666666,4457.0,12421.0,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,16.239999771118164,15.529999732971191,14.939900398254396,AHT-PG
2024,6,13.479999780654907,0.655800062052473,12.4399995803833,14.229999542236328,14.09749984741211,0.43849149271651794,13.25,14.729999542236328,0.115225,0.053107202499999985,0.0,0.4609,15039.25,138649197.58333334,6765.0,31848.0,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,13.25,12.210000038146973,11.331377983093262,AHT-PF
2024,9,17.596000289916994,0.3350807761387845,16.799999237060547,18.290000915527344,17.575,1.171699634361357,16.045000076293945,18.729999542236328,0.09218,0.042485761999999996,0.0,0.4609,9440.2,5161790.699999999,6295.0,12472.0,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,18.729999542236328,17.770000457763672,16.537431716918945,AHT-PF
2024,12,14.080819892883301,0.5726627637629459,13.0,14.699999809265137,13.876700019836425,0.43840447462735,13.0,14.66349983215332,0.09218,0.042485761999999996,0.0,0.4609,6944.2,14942446.700000001,2163.0,11268.0,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,14.8681001663208,14.350000381469728,13.015931129455566,AHT-PF
2025,3,15.947499990463257,0.1957582234065285,15.470000267028809,16.5,15.652499914169312,0.1042915054958175,15.329999923706056,16.059999465942383,0.0,0.0,0.0,0.0,9371.75,44352693.58333333,2398.0,18384.0,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,16.760000228881836,15.760000228881836,15.081863403320312,AHT-PF
