year,month,open_mean,open_var,open_min,open_max,close_mean,close_var,close_min,close_max,dividends_mean,dividends_var,dividends_min,dividends_max,volume_mean,volume_var,volume_min,volume_max,BasicAverageShares,CostOfRevenue,EBIT,FreeCashFlow,GrossProfit,InvestedCapital,OrdinarySharesNumber,OtherOperatingExpenses,RetainedEarnings,TaxEffectOfUnusualItems,TotalUnusualItems,high,low,adjclose,symbol
2024,3,20.544999599456787,0.41016660436040514,19.63999938964844,21.1299991607666,20.522500038146973,0.3865582552595393,19.68000030517578,21.18000030517578,0.04425,0.007832249999999997,0.0,0.177,1681125.0,236650229166.66666,1223900.0,2369100.0,71170000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.40999984741211,20.040000915527344,20.033218383789062,SAFE
2024,6,18.980000019073486,0.10533337402345448,18.65999984741211,19.420000076293945,19.012500286102295,0.05069178733871619,18.75,19.290000915527344,0.04425,0.007832249999999997,0.0,0.177,1836100.0,109593166666.66667,1637400.0,2330500.0,71435000.0,1041000.0,79572000.0,24759000.0,88854000.0,6403491000.0,71435142.0,0.0,82597000.0,0.0,0.0,19.489999771118164,18.549999237060547,18.190200805664062,SAFE
2024,9,25.831999588012696,1.5216715184025846,24.459999084472656,27.270000457763672,25.85,1.1926009773258508,24.489999771118164,26.950000762939453,0.0354,0.0062658,0.0,0.177,1977860.0,240147043000.00003,1282500.0,2649600.0,71436000.0,1047000.0,70574000.0,8262000.0,89658000.0,6483493000.0,71436000.0,0.0,89175000.0,0.0,0.0,25.51000022888184,24.40999984741211,23.59056663513184,SAFE
2024,12,20.24200019836426,1.523721246033168,18.56999969482422,21.450000762939453,19.6939998626709,1.4396812899783966,18.549999237060547,21.350000381469727,0.0354,0.0062658,0.0,0.177,2009020.0,601153657000.0,1314300.0,3313700.0,0.0,1057000.0,77825000.0,7898000.0,90815000.0,6561457000.0,71440000.0,0.0,102472000.0,0.0,0.0,21.899999618530277,20.459999084472656,20.70518112182617,SAFE
2025,3,18.50799980163574,0.09757005851752223,18.06999969482422,18.84000015258789,18.34799995422363,0.23686936843914713,17.700000762939453,18.959999084472656,0.0354,0.0062658,0.0,0.177,2173700.0,186675060000.00003,1581000.0,2674800.0,71521000.0,1158000.0,80719000.0,8901000.0,96519000.0,6592316000.0,71723000.0,0.0,119034000.0,0.0,0.0,18.979999542236328,17.790000915527344,18.26021194458008,SAFE
2025,6,15.289999961853027,0.059400036112493206,14.989999771118164,15.579999923706056,15.432500123977661,0.04915834089926352,15.270000457763672,15.760000228881836,0.0,0.0,0.0,0.0,1664575.0,246426862500.0,1300900.0,2396500.0,71740000.0,881000.0,80096000.0,28001000.0,92961000.0,6717804000.0,71723000.0,0.0,134186000.0,0.0,0.0,15.59000015258789,14.729999542236328,15.187492370605469,SAFE
2024,9,11.797999954223632,0.2297697930146568,10.970000267028809,12.1899995803833,11.494000053405761,0.31707994071966883,10.84000015258789,11.970000267028809,0.040999999999999995,0.008405,0.0,0.205,3647220.0,5155395092000.0,1554600.0,6313800.0,68931000.0,133823000.0,14433000.0,27337000.0,53829000.0,1820738000.0,79696160.0,0.0,-222839000.0,-2188830.0,-10423000.0,12.300000190734863,11.6899995803833,10.981167793273926,AHH
2024,12,10.620000076293945,0.21420003013618039,9.989999771118164,11.050000190734863,10.460000038146973,0.16284993495946745,10.0600004196167,10.920000076293944,0.040999999999999995,0.008405,0.0,0.205,4536560.0,12361958423000.0,2626500.0,10782400.0,79695938.0,94296000.0,46918000.0,20803000.0,48304000.0,1795110000.0,79695938.0,0.0,-218623000.0,5973030.0,28443000.0,11.140000343322754,10.829999923706056,10.253681182861328,AHH
2025,3,8.202000045776368,0.7194197650718936,7.420000076293945,9.15999984741211,7.738000106811524,0.6542703070450218,6.849999904632568,9.0600004196167,0.028000000000000004,0.003920000000000001,0.0,0.14,6641580.0,4585863467000.0,3742500.0,9636600.0,79992000.0,66811000.0,13956000.0,107000.0,47832000.0,1806858000.0,80156414.0,0.0,-235535000.0,-265440.0,-1264000.0,9.279999732971191,8.6899995803833,8.71866226196289,AHH
2025,6,6.975000023841858,0.0073666685104664545,6.900000095367432,7.079999923706055,6.990000128746033,0.008200000254324406,6.860000133514404,7.070000171661377,0.0,0.0,0.0,0.0,5466850.0,4527180296666.667,4047300.0,8572600.0,80154000.0,53259000.0,27421000.0,11103000.0,48004000.0,1927741000.0,80160250.0,0.0,-243695000.0,1460550.0,6955000.0,7.150000095367432,6.889999866485596,6.928801536560059,AHH
2024,9,21.00119972229004,0.010757192852906758,20.81999969482422,21.06999969482422,21.04579963684082,0.040083472897822804,20.8799991607666,21.3700008392334,0.025,0.0031250000000000006,0.0,0.125,29940.0,127088000.0,17200.0,47500.0,0.0,8209000.0,21020000.0,5540000.0,31026000.0,861563000.0,43728098.0,1146000.0,-614698000.0,1294860.0,6166000.0,21.049999237060547,20.8799991607666,19.55145835876465,GOODO
2024,12,21.16400032043457,0.24222981216480585,20.520000457763672,21.690000534057617,20.999599838256835,0.1294910557742694,20.649999618530277,21.399999618530277,0.025,0.0031250000000000006,0.0,0.125,29200.0,251775000.0,13400.0,52100.0,0.0,8576000.0,16333000.0,22787000.0,28799000.0,864555000.0,43986038.0,926000.0,-623912000.0,575820.0,2742000.0,22.25,21.059999465942383,20.38614654541016,GOODO
2025,3,20.768000411987305,0.03327006385843596,20.520000457763672,21.030000686645508,20.60379981994629,0.15364673959084013,19.950000762939453,21.0049991607666,0.025,0.0031250000000000006,0.0,0.125,21220.0,122656999.99999999,9500.0,35300.0,0.0,8468000.0,14274000.0,17684000.0,29033000.0,923961000.0,45757671.0,640000.0,-635393000.0,0.0,0.0,21.049999237060547,20.530000686645508,20.373615264892575,GOODO
2025,6,20.488749980926514,0.008872811826525683,20.440000534057617,20.6299991607666,20.575000286102295,0.014300088755589711,20.399999618530277,20.670000076293945,0.03125,0.003906250000000001,0.0,0.125,14550.0,58490000.0,6800.0,24800.0,0.0,8898000.0,14692000.0,35848000.0,30635000.0,971581000.0,46508942.0,709000.0,-647794000.0,226170.0,1077000.0,20.489999771118164,20.30900001525879,20.15273094177246,GOODO
2024,6,14.21750020980835,0.05555830802920081,13.93000030517578,14.460000038146973,14.147500276565552,0.04362506262464206,13.880000114440918,14.350000381469728,0.025,0.0025000000000000005,0.0,0.1,1346750.0,209759763333.33334,834100.0,1824000.0,40311476.0,7323000.0,11063000.0,13603000.0,29734000.0,868242000.0,41030864.0,1245000.0,-610209000.0,42630.0,203000.0,14.579999923706056,14.260000228881836,13.074380874633787,GOOD
2024,9,15.700000381469726,0.22760031929037708,15.140000343322754,16.1200008392334,15.826000213623047,0.1625299908832858,15.140000343322754,16.1200008392334,0.02,0.0020000000000000005,0.0,0.1,1184080.0,118606027000.00002,839600.0,1759200.0,42790685.0,8209000.0,21020000.0,5540000.0,31026000.0,861563000.0,43728098.0,1146000.0,-614698000.0,1294860.0,6166000.0,15.40999984741211,15.029999732971191,14.087796211242676,GOOD
2024,12,16.670000076293945,0.5043002635957232,15.90999984741211,17.600000381469727,16.408000183105468,0.1966699543765567,16.010000228881836,16.920000076293945,0.02,0.0020000000000000005,0.0,0.1,1205620.0,511833197000.0,704400.0,2443400.0,0.0,8576000.0,16333000.0,22787000.0,28799000.0,864555000.0,43986038.0,926000.0,-623912000.0,575820.0,2742000.0,17.600000381469727,16.899999618530273,16.033411026000977,GOOD
2025,3,15.342000198364257,0.38262035835277847,14.84000015258789,16.200000762939453,14.855999755859376,0.4100301034165572,13.979999542236328,15.779999732971191,0.02,0.0020000000000000005,0.0,0.1,2967680.0,2349516847000.0,1262400.0,4631800.0,44607012.0,8468000.0,14274000.0,17684000.0,29033000.0,923961000.0,45757671.0,640000.0,-635393000.0,0.0,0.0,16.399999618530273,15.4399995803833,15.236106872558594,GOOD
2025,6,14.427500009536743,0.0096250257492253,14.329999923706056,14.550000190734863,14.397500038146973,0.009091602834208406,14.270000457763672,14.479999542236328,0.025,0.0025000000000000005,0.0,0.1,2062600.0,561148686666.6666,1328500.0,2980100.0,46219663.0,8898000.0,14692000.0,35848000.0,30635000.0,971581000.0,46508942.0,709000.0,-647794000.0,226170.0,1077000.0,14.550000190734863,14.199999809265137,14.255141258239746,GOOD
2024,9,27.35399971008301,0.7239298346710721,26.489999771118164,28.239999771118164,27.415999984741212,0.4867299456789625,26.5,28.229999542236328,0.09,0.0405,0.0,0.45,269520.0,9735897000.0,142200.0,375700.0,20635000.0,4231000.0,10121000.0,9969000.0,17980000.0,730316000.0,20653000.0,0.0,-49830000.0,444150.0,2115000.0,27.1299991607666,26.32999992370605,24.766651153564453,OLP
2024,12,28.447999954223633,2.1602191860965814,26.75,30.1299991607666,27.95,1.264449993897146,26.790000915527344,29.399999618530277,0.09,0.0405,0.0,0.45,293740.0,20497933000.0,186700.0,543800.0,20666000.0,5227000.0,15616000.0,11568000.0,18629000.0,727980000.0,20698000.0,0.0,-49020000.0,1398600.0,6660000.0,30.299999237060547,29.170000076293945,27.92318153381348,OLP
2025,3,26.589999771118165,0.2991503139499406,26.049999237060547,27.5,26.208000564575194,0.7789698460390346,24.950000762939453,27.440000534057617,0.09,0.0405,0.0,0.45,379440.0,8680118000.0,269500.0,468500.0,20820000.0,5038000.0,9601000.0,10996000.0,19132000.0,774202000.0,20844000.0,0.0,-54669000.0,233100.0,1110000.0,27.61000061035156,25.729999542236328,26.49567604064941,OLP
2025,6,24.827500343322754,0.10702508316050341,24.34000015258789,25.030000686645508,24.637500286102295,0.3269580351513162,23.780000686645508,24.940000534057617,0.1125,0.050625,0.0,0.45,341625.0,51217022500.0,173700.0,675700.0,20853000.0,4891000.0,15265000.0,11228000.0,19654000.0,758442000.0,21594327.0,0.0,-55939000.0,1371510.0,6531000.0,24.959999084472656,24.21999931335449,24.477109909057617,OLP
2024,6,17.579999923706055,0.11446645151833428,17.200000762939453,17.8799991607666,17.46999979019165,0.10813313344351627,17.100000381469727,17.899999618530273,0.095,0.0361,0.0,0.38,597250.0,47168896666.666664,388000.0,887800.0,22787252.0,8339000.0,6603000.0,12883000.0,20506000.0,974429000.0,23115110.0,0.0,268269000.0,79160.828025,1362000.0,18.0,17.790000915527344,16.1733341217041,CTO
2024,9,19.155999755859376,0.018930046386958516,18.979999542236328,19.34000015258789,19.055999755859375,0.026730025787401277,18.81999969482422,19.239999771118164,0.076,0.028879999999999996,0.0,0.38,3270080.0,11356149987000.002,1378800.0,9279800.0,25445411.0,8156000.0,11746000.0,21193000.0,23649000.0,1122573000.0,29971538.0,0.0,261373000.0,117033.495833,5638000.0,19.530000686645508,18.780000686645508,17.76372718811035,CTO
2024,12,20.012000274658202,0.3198200108337913,19.350000381469727,20.670000076293945,19.82599983215332,0.20128024932891994,19.399999618530277,20.440000534057617,0.076,0.028879999999999996,0.0,0.38,2148340.0,2076702523000.0,986300.0,4556800.0,0.0,9155000.0,-10187000.0,23517000.0,26587000.0,1131744000.0,31673479.0,0.0,232089000.0,-73084.579021,-2618000.0,20.709999084472656,20.07999992370605,19.25949478149414,CTO
2025,3,19.054000091552734,0.06742991287246689,18.670000076293945,19.32999992370605,18.839999771118165,0.23635007133525393,18.149999618530277,19.299999237060547,0.076,0.028879999999999996,0.0,0.38,1937440.0,42115963000.0,1713200.0,2145200.0,31552973.0,8891000.0,8120000.0,10311000.0,26920000.0,1196052000.0,31842732.0,0.0,220272000.0,12683.823529,575000.0,19.5,18.59000015258789,18.510276794433597,CTO
2025,6,18.300000190734863,0.05940026499471601,18.059999465942383,18.61000061035156,17.985000133514404,0.274967002106071,17.309999465942383,18.59000015258789,0.095,0.0361,0.0,0.38,1690575.0,1611645342500.0002,976200.0,3590300.0,32678771.0,10178000.0,-16676000.0,21926000.0,27460000.0,1179366000.0,32934716.0,0.0,182362000.0,-5057430.0,-24083000.0,18.59000015258789,18.170000076293945,18.21324348449707,CTO
2024,9,23.145580291748047,0.6550114672045311,22.0,24.229999542236328,23.186019515991212,0.6376210994720157,21.959999084472656,24.000099182128903,0.07968800000000001,0.03175088672,0.0,0.39844,27522.0,133409582.0,13184.0,45034.0,0.0,8156000.0,11746000.0,21193000.0,23649000.0,1122573000.0,29971538.0,0.0,261373000.0,117033.495833,5638000.0,23.25,22.979999542236328,21.395174026489254,CTO-PA
2024,12,22.755999755859374,0.5948303221895894,22.0,23.649999618530277,22.503860092163087,0.35537452039971057,22.000099182128903,23.399999618530277,0.07968800000000001,0.03175088672,0.0,0.39844,60755.4,5156108630.3,22341.0,188928.0,0.0,9155000.0,-10187000.0,23517000.0,26587000.0,1131744000.0,31673479.0,0.0,232089000.0,-73084.579021,-2618000.0,24.02589988708496,23.399999618530277,22.16790771484375,CTO-PA
2025,3,21.631379699707033,0.07346473241777825,21.38999938964844,21.950000762939453,21.188980484008788,0.6440991371116973,19.79490089416504,21.809999465942383,0.07968800000000001,0.03175088672,0.0,0.39844,40541.6,427801987.3,17701.0,68700.0,0.0,8891000.0,8120000.0,10311000.0,26920000.0,1196052000.0,31842732.0,0.0,220272000.0,12683.823529,575000.0,21.93989944458008,21.075000762939453,20.67151641845703,CTO-PA
2025,6,21.522500038146973,0.02302486190819834,21.350000381469727,21.649999618530277,21.174350261688232,0.2764108185810983,20.44729995727539,21.700000762939453,0.09961,0.0396886084,0.0,0.39844,25326.75,767984627.5833334,9044.0,66814.0,0.0,10178000.0,-16676000.0,21926000.0,27460000.0,1179366000.0,32934716.0,0.0,182362000.0,-5057430.0,-24083000.0,21.61000061035156,21.000099182128903,20.83767318725586,CTO-PA
2024,9,22.786999893188476,0.17291994770057473,22.26000022888184,23.25,22.93624038696289,0.07602743893512497,22.450000762939453,23.09550094604492,0.0859376,0.0369263554688,0.0,0.429688,42903.4,370591638.8,16646.0,61207.0,0.0,33515000.0,12840000.0,47822000.0,163049000.0,7030615000.0,230818198.0,0.0,-2069400000.0,-10462830.0,-49823000.0,22.780000686645508,22.15999984741211,20.739620208740234,GNL-PB
2024,12,21.622019958496093,0.23620873777072193,21.0,22.149999618530277,21.468000411987305,0.14647021606469787,21.149999618530277,22.030000686645508,0.0859376,0.0369263554688,0.0,0.429688,29923.4,89941061.8,15629.0,41022.0,0.0,35619000.0,71674000.0,61954000.0,163496000.0,6704817000.0,231051139.0,0.0,-2150342000.0,1216740.0,5794000.0,22.46999931335449,21.41010093688965,20.41852378845215,GNL-PB
2025,3,21.40699996948242,0.21354458435125703,20.690000534057617,21.959999084472656,21.379999923706055,0.22224974060118277,20.600000381469727,21.84000015258789,0.0859376,0.0369263554688,0.0,0.429688,41923.0,888975464.5,11200.0,77573.0,0.0,13953000.0,-38451000.0,49411000.0,118462000.0,5148250000.0,228730355.0,0.0,-2414684000.0,-17079510.0,-81331000.0,21.739999771118164,20.690000534057617,20.76849937438965,GNL-PB
2025,6,21.072324752807617,0.012888268882913077,20.979999542236328,21.229999542236328,21.060025215148926,0.012589847316121497,20.91010093688965,21.15999984741211,0.0,0.0,0.0,0.0,12749.25,24510714.916666668,6906.0,18279.0,0.0,12018000.0,24485000.0,42204000.0,112887000.0,4802403000.0,221224341.0,0.0,-2493192000.0,-6252120.0,-29772000.0,21.25,20.90999984741211,20.487682342529297,GNL-PB
2024,9,22.626000213623048,0.502780024261665,21.940000534057617,23.450000762939453,22.807320022583006,0.3142676678133289,22.07999992370605,23.35120010375977,0.09218760000000001,0.042492767968800006,0.0,0.460938,24257.8,190935741.7,14376.0,47399.0,0.0,33515000.0,12840000.0,47822000.0,163049000.0,7030615000.0,230818198.0,0.0,-2069400000.0,-10462830.0,-49823000.0,22.100000381469727,21.75749969482422,20.359941482543945,GNL-PE
2024,12,22.670999908447264,0.1297550870138367,22.25,23.200000762939453,22.698000335693358,0.1617697834779394,22.34000015258789,23.25,0.09218760000000001,0.042492767968800006,0.0,0.460938,38123.2,404932629.7,17451.0,67722.0,0.0,35619000.0,71674000.0,61954000.0,163496000.0,6704817000.0,231051139.0,0.0,-2150342000.0,1216740.0,5794000.0,23.71999931335449,22.020000457763672,21.86403083801269,GNL-PE
2025,3,22.75900001525879,0.03405490142831698,22.475000381469727,22.979999542236328,22.595979690551758,0.23037027550708478,21.789899826049805,23.0,0.09218760000000001,0.042492767968800006,0.0,0.460938,22431.2,97788454.7,12223.0,37508.0,0.0,13953000.0,-38451000.0,49411000.0,118462000.0,5148250000.0,228730355.0,0.0,-2414684000.0,-17079510.0,-81331000.0,23.0,22.299999237060547,22.07521629333496,GNL-PE
2025,6,22.079275131225586,0.006526807112095428,22.0,22.190000534057617,22.24625015258789,0.011822872162156474,22.1200008392334,22.38500022888184,0.0,0.0,0.0,0.0,29243.5,67844557.66666667,20671.0,40471.0,0.0,12018000.0,24485000.0,42204000.0,112887000.0,4802403000.0,221224341.0,0.0,-2493192000.0,-6252120.0,-29772000.0,22.48500061035156,22.0,21.77740859985352,GNL-PE
2024,9,125.69800109863282,15.044160589302221,120.2300033569336,130.97000122070312,126.47599792480469,4.264033468934936,124.5999984741211,129.75,0.0,0.0,0.0,0.0,14510920.0,14012860697000.0,11213700.0,20696000.0,611290000.0,1212701000.0,322916000.0,669316000.0,798355000.0,46097904000.0,618395510.0,0.0,-7924847000.0,-2926140.0,-13934000.0,125.5,120.2300033569336,122.32418060302734,WELL
2024,12,129.45199890136718,28.549629328615246,124.3499984741211,137.38999938964844,127.18999786376953,8.593186070257799,124.63999938964844,131.3699951171875,0.0,0.0,0.0,0.0,13272040.0,57075796958000.0,6637900.0,25771300.0,625675000.0,1409300000.0,263712000.0,545052000.0,809935000.0,47456465000.0,635289329.0,0.0,-8223340000.0,-15178.363831,-14545000.0,137.8000030517578,130.3800048828125,129.60922241210938,WELL
2025,3,149.7480010986328,13.988712174701499,145.44000244140625,153.8699951171875,147.70399780273436,13.410237193619825,143.2899932861328,153.4199981689453,0.0,0.0,0.0,0.0,18199540.0,30358794343000.004,12882800.0,27428700.0,643393000.0,1462390000.0,343669000.0,587438000.0,926197000.0,49680616000.0,651889055.0,0.0,-8396424000.0,-11623080.0,-55348000.0,158.5500030517578,146.22999572753906,146.1236114501953,WELL
2025,6,152.76000213623047,0.20366396079771312,152.1300048828125,153.1999969482422,152.55500030517578,1.8416239095386038,151.24000549316406,154.4499969482422,0.0,0.0,0.0,0.0,16503375.0,25730926009166.668,11547100.0,21857000.0,656593000.0,1514711000.0,439370000.0,761381000.0,1001430000.0,51871629000.0,665119829.0,0.0,-8533884000.0,-68738.623065,-19467000.0,155.6999969482422,150.33999633789062,153.76980590820312,WELL
