year,month,open_mean,open_var,open_min,open_max,close_mean,close_var,close_min,close_max,dividends_mean,dividends_var,dividends_min,dividends_max,volume_mean,volume_var,volume_min,volume_max,BasicAverageShares,CostOfRevenue,EBIT,InvestedCapital,OrdinarySharesNumber,OtherOperatingExpenses,RetainedEarnings,TaxEffectOfUnusualItems,TotalUnusualItems,symbol,money_per_quota,percent_growth
2024,12,16.689999961853026,0.4702500543597122,15.9399995803833,17.40999984741211,16.399999809265136,0.39464985046397466,15.850000381469728,17.239999771118164,0.057999999999999996,0.016819999999999998,0.0,0.29,5206260.0,8145427723000.0,2716700.0,10064500.0,187592000.0,6765000.0,47698000.0,4916870000.0,188626000.0,0.0,-496543000.0,-177489.709594,-9493000.0,BNL,0.6229998664855965,3.798779717873133
2025,3,17.022499561309814,0.002691681798448068,16.959999084472656,17.06999969482422,16.964999675750732,0.006699918874498205,16.860000610351562,17.059999465942383,0.0,0.0,0.0,0.0,7748550.0,5994354736666.667,5443400.0,11200800.0,187865000.0,5488000.0,37922000.0,4939873000.0,189073000.0,0.0,-536074000.0,-312733.35948,-15723000.0,BNL,,
2024,3,9.764999866485596,0.00776667887384976,9.65999984741211,9.859999656677246,9.862500190734863,0.0332916488647849,9.720000267028809,10.130000114440918,0.00875,0.00030625000000000004,0.0,0.035,4617650.0,840937976666.6666,3676100.0,5754100.0,163491000.0,88063000.0,34688000.0,3235048000.0,164798318.0,0.0,-83212000.0,-116130.0,-553000.0,ESRT,-0.6050001811981202,-6.134348993640335
2024,6,9.28249979019165,0.04949168790183975,9.079999923706056,9.579999923706056,9.240000009536743,0.017799975585982664,9.09000015258789,9.380000114440918,0.00875,0.00030625000000000004,0.0,0.035,4244350.0,839111296666.6666,3556600.0,5593900.0,164277000.0,84689000.0,55256000.0,3474705000.0,165465164.0,0.0,-71928000.0,276480.122846,10803000.0,ESRT,1.4937500209808345,16.166125751505547
2024,9,10.701999855041503,0.11107008235940154,10.229999542236328,11.09000015258789,10.718000030517578,0.09396998050697232,10.25,11.010000228881836,0.007000000000000001,0.0002450000000000001,0.0,0.035,6105540.0,8592141883000.0,3716300.0,11121500.0,164880000.0,89982000.0,53568000.0,3471338000.0,166487581.0,0.0,-64211000.0,75080.617213,1262000.0,ESRT,-0.16000016784668003,-1.4928173856233284
2024,12,10.685999870300293,0.25172987319956525,10.130000114440918,11.1899995803833,10.543999862670898,0.23788001930252015,10.149999618530272,11.229999542236328,0.007000000000000001,0.0002450000000000001,0.0,0.035,4887480.0,1548882867000.0,3781200.0,6348800.0,0.0,91427000.0,49245000.0,3486331000.0,167383048.0,0.0,-58888000.0,71389.239872,1237000.0,ESRT,-2.4382498292922965,-23.124524478841032
2025,3,8.417500019073486,0.320291819890372,8.0,9.220000267028809,8.090000033378601,0.09646666386930747,7.829999923706055,8.539999961853027,0.00875,0.00030625000000000004,0.0,0.035,7141150.0,5637813376666.667,4815100.0,10327700.0,167181000.0,88559000.0,42744000.0,3089895000.0,168069618.0,0.0,-55548000.0,2765700.0,13170000.0,ESRT,,
2024,6,7.292500019073486,0.03569166971844126,7.139999866485596,7.539999961853027,7.272499918937683,0.017358324464169083,7.119999885559082,7.409999847412109,0.0,0.0,0.0,0.0,7579250.0,6073483230000.0,4599500.0,9933800.0,230380574.0,35533000.0,53901000.0,7321027000.0,230805375.0,0.0,-1929107000.0,-49646.377457,-7132000.0,GNL,1.3814999818801876,18.99621859441681
2024,9,8.702000045776368,0.0380198750306591,8.510000228881836,8.979999542236328,8.65399990081787,0.046229959030188096,8.369999885559082,8.9399995803833,0.0,0.0,0.0,0.0,6687600.0,3023079355000.0005,4737800.0,8791300.0,230463241.0,33515000.0,12840000.0,7030615000.0,230818198.0,0.0,-2069400000.0,-10462830.0,-49823000.0,GNL,-1.4079999923706055,-16.269933077276075
2024,12,7.213999938964844,0.011980013866445935,7.119999885559082,7.400000095367432,7.245999908447265,0.024580006999985957,7.139999866485596,7.519999980926514,0.0,0.0,0.0,0.0,7382600.0,9780649765000.0,5664400.0,12965900.0,230596000.0,35619000.0,71674000.0,6704817000.0,231051139.0,0.0,-2150342000.0,1216740.0,5794000.0,GNL,0.7640000820159916,10.54374954000942
2025,3,8.037499785423279,0.006224982166315862,7.96999979019165,8.149999618530273,8.009999990463257,0.018199987538764617,7.829999923706055,8.149999618530273,0.0,0.0,0.0,0.0,8776850.0,5131721843333.333,5466900.0,10575300.0,230264000.0,13953000.0,-38451000.0,5148250000.0,228730355.0,0.0,-2414684000.0,-17079510.0,-81331000.0,GNL,,
2024,6,21.542500019073486,0.096558385595017,21.149999618530277,21.899999618530277,21.742499828338623,0.19022460339905053,21.40999984741211,22.3799991607666,0.08375,0.02805625,0.0,0.335,1665600.0,38581220000.0,1466600.0,1909700.0,60312878.0,40348000.0,31784000.0,2883222000.0,60901583.0,0.0,-289486000.0,0.0,0.0,AAT,4.948250324249267,22.758424115518874
2024,9,26.69200019836426,0.2349695618442647,25.940000534057617,27.149999618530277,26.54000015258789,0.11545006828346226,26.020000457763672,26.940000534057617,0.067,0.022445,0.0,0.335,1303120.0,491663517000.0,965200.0,2555600.0,60320269.0,42405000.0,39782000.0,3296180000.0,60901583.0,0.0,-293037000.0,0.0,0.0,AAT,0.3939998474121108,1.484551036725191
2024,12,27.179999923706056,1.4082494716647487,25.8700008392334,28.5,26.8,0.8141995246889565,26.0,27.81999969482422,0.067,0.022445,0.0,0.335,1463320.0,979515637000.0,586100.0,3114400.0,60388681.0,43887000.0,35527000.0,3186416000.0,61138238.0,0.0,-304339000.0,0.0,0.0,AAT,-6.210500000000001,-23.17350746268657
2025,3,21.052499771118164,1.311826936849686,19.959999084472656,22.540000915527344,20.4375,0.3614248840337185,20.040000915527344,21.32999992370605,0.085,0.0289,0.0,0.34,2315225.0,309985582499.99994,1686700.0,3010400.0,60537300.0,41305000.0,73304000.0,2884461000.0,61134730.0,0.0,-282387000.0,340152.81344,44476000.0,AAT,,
2024,6,20.547499656677246,0.019158310699518965,20.399999618530277,20.729999542236328,20.604100227355957,0.02503774666426283,20.440000534057617,20.799999237060547,0.0,0.0,0.0,0.0,28390.0,88566784.66666667,19547.0,39456.0,0.0,35533000.0,53901000.0,7321027000.0,230805375.0,0.0,-1929107000.0,-49646.377457,-7132000.0,GNL-PA,2.1348245620727555,10.361163741760294
2024,9,22.50256004333496,0.11895322789569053,22.200000762939453,22.895000457763672,22.648299789428712,0.10836193534560097,22.25,22.93000030517578,0.090625,0.041064453125,0.0,0.453125,126377.6,18406918942.3,33975.0,357238.0,0.0,33515000.0,12840000.0,7030615000.0,230818198.0,0.0,-2069400000.0,-10462830.0,-49823000.0,GNL-PA,0.15895042419433522,0.701820559036077
2024,12,22.74199981689453,0.2113696049502324,22.18000030517578,23.38999938964844,22.626000213623048,0.11728009674079633,22.15999984741211,23.100000381469727,0.090625,0.041064453125,0.0,0.453125,54127.6,146781602.3,35663.0,67958.0,0.0,35619000.0,71674000.0,6704817000.0,231051139.0,0.0,-2150342000.0,1216740.0,5794000.0,GNL-PA,0.08712520599365163,0.3850667602362781
2025,3,22.576250076293945,0.09532308959993908,22.239999771118164,22.950000762939453,22.6225004196167,0.0509584058127075,22.43000030517578,22.940000534057617,0.0,0.0,0.0,0.0,34479.5,402282273.6666667,15678.0,62503.0,0.0,13953000.0,-38451000.0,5148250000.0,228730355.0,0.0,-2414684000.0,-17079510.0,-81331000.0,GNL-PA,,
2023,9,17.760000228881836,5.189396371654027,17.760000228881836,17.760000228881836,17.799999237060547,3.901860476133411,17.799999237060547,17.799999237060547,0.0,0.06365176703310599,0.0,0.0,458600.0,5489689956916.89,458600.0,458600.0,67979000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-145365000.0,SAFE,4.861750591278076,27.31320673967026
2023,12,22.22249984741211,0.37849172159864325,21.549999237060547,22.82999992370605,22.617499828338623,0.4348914010367204,21.82999992370605,23.399999618530277,0.04425,0.007832249999999997,0.0,0.177,2412700.0,1096461286666.6666,1487200.0,3831900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447000.0,SAFE,-2.0064997901916506,-8.87144823884382
2024,3,20.544999599456787,0.41016660436040514,19.63999938964844,21.1299991607666,20.522500038146973,0.3865582552595393,19.68000030517578,21.18000030517578,0.04425,0.007832249999999997,0.0,0.177,1681125.0,236650229166.66666,1223900.0,2369100.0,71170000.0,1079000.0,80131000.0,6326351000.0,71435000.0,0.0,65630000.0,0.0,0.0,SAFE,-1.4214997520446777,-6.926542815945481
2024,6,18.980000019073486,0.10533337402345448,18.65999984741211,19.420000076293945,19.012500286102295,0.05069178733871619,18.75,19.290000915527344,0.04425,0.007832249999999997,0.0,0.177,1836100.0,109593166666.66667,1637400.0,2330500.0,71435000.0,1041000.0,79572000.0,6403491000.0,71435142.0,0.0,82597000.0,0.0,0.0,SAFE,6.9171497138977065,36.38211497597707
2024,9,25.831999588012696,1.5216715184025846,24.459999084472656,27.270000457763672,25.85,1.1926009773258508,24.489999771118164,26.950000762939453,0.0354,0.0062658,0.0,0.177,1977860.0,240147043000.00003,1282500.0,2649600.0,71436000.0,1047000.0,70574000.0,6483493000.0,71436000.0,0.0,89175000.0,0.0,0.0,SAFE,-6.085200137329101,-23.54042606316867
2024,12,20.24200019836426,1.523721246033168,18.56999969482422,21.450000762939453,19.6939998626709,1.4396812899783966,18.549999237060547,21.350000381469727,0.0354,0.0062658,0.0,0.177,2009020.0,601153657000.0,1314300.0,3313700.0,0.0,1057000.0,77825000.0,6561457000.0,71440000.0,0.0,102472000.0,0.0,0.0,SAFE,-1.148600110626222,-5.832233769856688
2025,3,18.617499828338623,0.05015837237048576,18.32999992370605,18.84000015258789,18.509999752044678,0.14086626129180033,18.100000381469727,18.959999084472656,0.0,0.0,0.0,0.0,2048425.0,144274575833.33337,1581000.0,2505500.0,71521000.0,1158000.0,80719000.0,6592316000.0,71723000.0,0.0,119034000.0,0.0,0.0,SAFE,,
2024,6,22.03999948501587,0.0007333160401685568,22.0,22.059999465942383,21.75999975204468,0.10806656545021992,21.399999618530277,22.149999618530277,0.0,0.0,0.0,0.0,25419.75,229857456.91666666,7531.0,40515.0,0.0,133473000.0,23260000.0,1810878000.0,67388397.0,0.0,-200699000.0,-551040.0,-2624000.0,AHH-PA,2.1083752632141093,9.689224665620667
2024,9,23.472000122070312,0.6547703385167549,22.670000076293945,24.700000762939453,23.78400001525879,1.0115797652440914,22.790000915527344,24.96999931335449,0.084375,0.035595703125,0.0,0.421875,43640.6,1232811251.8000002,11640.0,99544.0,0.0,133823000.0,14433000.0,1820738000.0,79696160.0,0.0,-222839000.0,-2188830.0,-10423000.0,AHH-PA,-0.5693099975585938,-2.3936680003083968
2024,12,23.00463981628418,0.10157784218899905,22.75,23.47319984436035,23.045940017700197,0.15581665576137502,22.600000381469727,23.63999938964844,0.084375,0.035595703125,0.0,0.421875,75401.8,3803013701.7,24586.0,178557.0,0.0,94296000.0,46918000.0,1795110000.0,79695938.0,0.0,-218623000.0,5973030.0,28443000.0,AHH-PA,-0.6282896995544448,-2.726248957828986
2025,3,22.422500133514404,0.06042471427978458,22.1200008392334,22.71999931335449,22.333275318145752,0.036971650712985346,22.046600341796875,22.450000762939453,0.0,0.0,0.0,0.0,30642.5,267370839.0,16350.0,49920.0,0.0,66811000.0,13956000.0,1806858000.0,80156414.0,0.0,-235535000.0,-265440.0,-1264000.0,AHH-PA,,
2024,6,11.057500123977661,0.049891609255534326,10.84000015258789,11.369999885559082,11.009999990463257,0.0048666669210888835,10.93000030517578,11.09000015258789,0.05125,0.01050625,0.0,0.205,2715950.0,189741270000.00003,2105500.0,3043000.0,67106000.0,133473000.0,23260000.0,1810878000.0,67388397.0,0.0,-200699000.0,-551040.0,-2624000.0,AHH,0.5762500629425045,5.233878868679801
2024,9,11.797999954223632,0.2297697930146568,10.970000267028809,12.1899995803833,11.494000053405761,0.31707994071966883,10.84000015258789,11.970000267028809,0.040999999999999995,0.008405,0.0,0.205,3647220.0,5155395092000.0,1554600.0,6313800.0,79696160.0,133823000.0,14433000.0,1820738000.0,79696160.0,0.0,-222839000.0,-2188830.0,-10423000.0,AHH,-0.9520000152587887,-8.282582311078933
2024,12,10.620000076293945,0.21420003013618039,9.989999771118164,11.050000190734863,10.460000038146973,0.16284993495946745,10.0600004196167,10.920000076293944,0.040999999999999995,0.008405,0.0,0.205,4536560.0,12361958423000.0,2626500.0,10782400.0,79695938.0,94296000.0,46918000.0,1795110000.0,79695938.0,0.0,-218623000.0,5973030.0,28443000.0,AHH,-2.4239998807907104,-23.173994951725934
2025,3,8.397500038146973,0.7044247066498128,7.570000171661377,9.15999984741211,7.960000157356262,0.5438002597809185,7.5,9.0600004196167,0.035,0.004900000000000001,0.0,0.14,6513225.0,6004651249166.667,3742500.0,9636600.0,80156414.0,66811000.0,13956000.0,1806858000.0,80156414.0,0.0,-235535000.0,-265440.0,-1264000.0,AHH,,
2024,6,20.237499713897705,0.007825091171676965,20.149999618530277,20.36000061035156,20.072500228881836,0.3044909917201338,19.290000915527344,20.559999465942383,0.03125,0.003906250000000001,0.0,0.125,23350.0,52676666.666666664,16400.0,33400.0,0.0,7323000.0,11063000.0,868242000.0,41030864.0,1245000.0,-610209000.0,42630.0,203000.0,GOODO,1.0295494079589829,5.129153798576567
2024,9,21.00119972229004,0.010757192852906758,20.81999969482422,21.06999969482422,21.04579963684082,0.040083472897822804,20.8799991607666,21.3700008392334,0.025,0.0031250000000000006,0.0,0.125,29940.0,127088000.0,17200.0,47500.0,0.0,8209000.0,21020000.0,861563000.0,43728098.0,1146000.0,-614698000.0,1294860.0,6166000.0,GOODO,0.0038002014160156278,0.018056816474501393
2024,12,21.16400032043457,0.24222981216480585,20.520000457763672,21.690000534057617,20.999599838256835,0.1294910557742694,20.649999618530277,21.399999618530277,0.025,0.0031250000000000006,0.0,0.125,29200.0,251775000.0,13400.0,52100.0,0.0,8576000.0,16333000.0,864555000.0,43986038.0,926000.0,-623912000.0,575820.0,2742000.0,GOODO,-0.17610025405883648,-0.8385886179508003
2025,3,20.830000400543213,0.01873342793836288,20.71999931335449,21.030000686645508,20.767249584197998,0.026756816561525214,20.649999618530277,21.0049991607666,0.03125,0.003906250000000001,0.0,0.125,21375.0,163382499.99999997,9500.0,35300.0,0.0,8468000.0,14274000.0,923961000.0,45757671.0,640000.0,-635393000.0,0.0,0.0,GOODO,,
2023,9,12.510000228881836,5.189396371654027,12.510000228881836,12.510000228881836,12.15999984741211,3.901860476133411,12.15999984741211,12.15999984741211,0.0,0.06365176703310599,0.0,0.0,366900.0,5489689956916.89,366900.0,366900.0,39917995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOOD,1.2625004291534423,10.382404975293873
2024,3,13.107500076293945,0.10569179687505874,12.65999984741211,13.43000030517578,13.397500276565552,0.10222497310640684,13.09000015258789,13.84000015258789,0.025,0.0025000000000000005,0.0,0.1,1287775.0,13386555833.333336,1130300.0,1389600.0,40003481.0,7419000.0,13023000.0,866668000.0,40003481.0,1171000.0,-596475000.0,180810.0,861000.0,GOOD,0.8,5.9712631721257186
2024,6,14.21750020980835,0.05555830802920081,13.93000030517578,14.460000038146973,14.147500276565552,0.04362506262464206,13.880000114440918,14.350000381469728,0.025,0.0025000000000000005,0.0,0.1,1357725.0,224209082500.0,834100.0,1867900.0,40311476.0,7323000.0,11063000.0,868242000.0,41030864.0,1245000.0,-610209000.0,42630.0,203000.0,GOOD,1.723499937057495,12.182363692279722
2024,9,15.700000381469726,0.22760031929037708,15.140000343322754,16.1200008392334,15.826000213623047,0.1625299908832858,15.140000343322754,16.1200008392334,0.02,0.0020000000000000005,0.0,0.1,1184080.0,118606027000.00002,839600.0,1759200.0,42790685.0,8209000.0,21020000.0,861563000.0,43728098.0,1146000.0,-614698000.0,1294860.0,6166000.0,GOOD,0.6219999694824212,3.930241129069382
2024,12,16.670000076293945,0.5043002635957232,15.90999984741211,17.600000381469727,16.408000183105468,0.1966699543765567,16.010000228881836,16.920000076293945,0.02,0.0020000000000000005,0.0,0.1,1205620.0,511833197000.0,704400.0,2443400.0,0.0,8576000.0,16333000.0,864555000.0,43986038.0,926000.0,-623912000.0,575820.0,2742000.0,GOOD,-1.2880003738403314,-7.849831542338253
2025,3,15.450000286102295,0.43240035146088,14.84000015258789,16.200000762939453,15.074999809265137,0.22696664861056612,14.729999542236328,15.779999732971191,0.025,0.0025000000000000005,0.0,0.1,3277225.0,2493901749166.667,1262400.0,4631800.0,44607012.0,8468000.0,14274000.0,923961000.0,45757671.0,640000.0,-635393000.0,0.0,0.0,GOOD,,
2023,9,16.399999618530273,5.189396371654027,16.399999618530273,16.399999618530273,16.209999084472656,3.901860476133411,16.209999084472656,16.209999084472656,0.0,0.06365176703310599,0.0,0.0,127100.0,5489689956916.89,127100.0,127100.0,22484561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTO,0.7375008773803711,4.54966637281808
2024,3,16.952499866485596,0.0720917942050313,16.65999984741211,17.239999771118164,16.852499961853027,0.03329166793870778,16.68000030517578,17.059999465942383,0.095,0.0361,0.0,0.38,761700.0,40448026666.666664,598500.0,1049700.0,22551241.0,7572000.0,11008000.0,1004231000.0,22909058.0,0.0,277654000.0,1229760.0,5856000.0,CTO,0.807499828338623,4.791572942687809
2024,6,17.579999923706055,0.11446645151833428,17.200000762939453,17.8799991607666,17.46999979019165,0.10813313344351627,17.100000381469727,17.899999618530273,0.095,0.0361,0.0,0.38,597250.0,47168896666.666664,388000.0,887800.0,22787252.0,8339000.0,6603000.0,974429000.0,23115110.0,0.0,268269000.0,79160.828025,1362000.0,CTO,1.7569999656677247,10.057240908807417
2024,9,19.155999755859376,0.018930046386958516,18.979999542236328,19.34000015258789,19.055999755859375,0.026730025787401277,18.81999969482422,19.239999771118164,0.076,0.028879999999999996,0.0,0.38,3270140.0,11357051463000.002,1378800.0,9280100.0,25445411.0,8156000.0,11746000.0,1122573000.0,29971538.0,0.0,261373000.0,117033.495833,5638000.0,CTO,0.9220000762939468,4.838371579063693
2024,12,20.012000274658202,0.3198200108337913,19.350000381469727,20.670000076293945,19.82599983215332,0.20128024932891994,19.399999618530277,20.440000534057617,0.076,0.028879999999999996,0.0,0.38,2148340.0,2076702523000.0,986300.0,4556800.0,0.0,9155000.0,-10187000.0,1131744000.0,31673479.0,0.0,232089000.0,-73084.579021,-2618000.0,CTO,-0.642500022888185,-3.240694181012723
2025,3,19.010000228881836,0.07699996439623631,18.670000076293945,19.32999992370605,19.012499809265137,0.11675834070895984,18.59000015258789,19.299999237060547,0.095,0.0361,0.0,0.38,1993500.0,35203126666.666664,1754700.0,2145200.0,31552973.0,8891000.0,8120000.0,1196052000.0,32936967.0,0.0,220272000.0,12683.823529,575000.0,CTO,,
2024,6,23.645000457763672,0.04456668497732605,23.420000076293945,23.93000030517578,23.589999675750732,0.022799962870522054,23.479999542236328,23.799999237060547,0.1125,0.050625,0.0,0.45,254525.0,15217389166.666666,140700.0,429500.0,20590000.0,3976000.0,14427000.0,722765000.0,20593303.0,0.0,-45311000.0,1336020.0,6362000.0,OLP,4.02850030899048,17.077152879877165
2024,9,27.35399971008301,0.7239298346710721,26.489999771118164,28.239999771118164,27.415999984741212,0.4867299456789625,26.5,28.229999542236328,0.09,0.0405,0.0,0.45,269520.0,9735897000.0,142200.0,375700.0,20635000.0,4231000.0,10121000.0,730316000.0,20653000.0,0.0,-49830000.0,444150.0,2115000.0,OLP,0.7140000152587869,2.6043187031520802
2024,12,28.447999954223633,2.1602191860965814,26.75,30.1299991607666,27.95,1.264449993897146,26.790000915527344,29.399999618530277,0.09,0.0405,0.0,0.45,293740.0,20497933000.0,186700.0,543800.0,20666000.0,5227000.0,15616000.0,727980000.0,20698000.0,0.0,-49020000.0,1398600.0,6660000.0,OLP,-1.2249994850158683,-4.382824633330477
2025,3,26.72499990463257,0.27736684494054065,26.3799991607666,27.5,26.52250051498413,0.37922500267056075,26.1200008392334,27.440000534057617,0.1125,0.050625,0.0,0.45,374875.0,11434562499.999998,269500.0,468500.0,20820000.0,5038000.0,9601000.0,774202000.0,20844000.0,0.0,-54669000.0,233100.0,1110000.0,OLP,,
2024,9,18.25,5.189396371654027,18.25,18.25,19.25,3.901860476133411,19.25,19.25,0.0,0.06365176703310599,0.0,0.0,6130200.0,5489689956916.89,6130200.0,6130200.0,14977310.0,3531000.0,3187000.0,599242000.0,14977310.0,0.0,0.0,0.0,0.0,FVR,-0.7250000305175767,-3.766233924766632
2024,12,18.786000061035157,0.3864797454072688,18.100000381469727,19.399999618530277,18.481999969482423,0.302870158081351,17.889999389648438,19.25,0.043,0.009245,0.0,0.215,1515120.0,2632460442000.0,666800.0,4410900.0,16259000.0,2170000.0,-1139000.0,0.0,0.0,0.0,0.0,-817110.0,-3891000.0,FVR,-4.241499979019166,-22.949356054662665
2025,3,15.307500123977661,2.5462917432786676,13.59000015258789,17.15999984741211,14.197499990463257,1.9540902470273522,12.890000343322754,16.049999237060547,0.0,0.0,0.0,0.0,1144075.0,185393995833.33337,565400.0,1581800.0,17319742.0,2376000.0,3262000.0,634878000.0,17519863.0,0.0,-11546000.0,8190.0,39000.0,FVR,,
2024,6,20.951250076293945,0.20843955561334407,20.420000076293945,21.489999771118164,20.722474575042725,0.24528059442279024,20.1299991607666,21.299999237060547,0.09961,0.0396886084,0.0,0.39844,31651.75,567438730.9166666,11786.0,60156.0,0.0,8339000.0,6603000.0,974429000.0,23115110.0,0.0,268269000.0,79160.828025,1362000.0,CTO-PA,2.642842940948488,12.753510356004572
2024,9,23.145580291748047,0.6550114672045311,22.0,24.229999542236328,23.186019515991212,0.6376210994720157,21.959999084472656,24.000099182128903,0.07968800000000001,0.03175088672,0.0,0.39844,27522.0,133409582.0,13184.0,45034.0,0.0,8156000.0,11746000.0,1122573000.0,29971538.0,0.0,261373000.0,117033.495833,5638000.0,CTO-PA,-0.522783423828125,-2.254735546425144
2024,12,22.755999755859374,0.5948303221895894,22.0,23.649999618530277,22.503860092163087,0.35537452039971057,22.000099182128903,23.399999618530277,0.07968800000000001,0.03175088672,0.0,0.39844,60755.4,5156108630.3,22341.0,188928.0,0.0,9155000.0,-10187000.0,1131744000.0,31673479.0,0.0,232089000.0,-73084.579021,-2618000.0,CTO-PA,-0.7870617106933608,-3.497452025874677
