periodType,currencyCode,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,month,year,symbol,open,high,low,close,volume,adjclose,dividends,splits
3M,USD,3134000.0,-0.01,18591000.0,8033000.0,756581232.0,4190000.0,20835000.0,1135707000.0,281056000.0,349245232.0,1519000.0,-293990000.0,437430000.0,3,2025,CLDT,8.220000267028809,8.470000267028809,7.059999942779541,7.130000114440918,8037700,7.041121959686279,0.0,0.0
3M,USD,32412000.0,0.0,114607000.0,13384000.0,0.0,24117000.0,49166000.0,1410703000.0,1128439000.0,0.0,-13787000.0,-437302000.0,1907836000.0,6,2024,BHR-PD,18.75,19.600000381469727,18.219999313354492,18.3799991607666,59755,16.573226928710938,0.5156,0.0
3M,USD,32479000.0,0.0,168675000.0,66882000.0,0.0,9000.0,16071000.0,1484908000.0,1208013000.0,0.0,39835000.0,-442157000.0,1872398000.0,9,2024,BHR-PD,18.727100372314453,22.75,18.350000381469727,21.36989974975586,62874,19.806415557861328,0.5156,0.0
3M,USD,31754000.0,0.0,135465000.0,5038000.0,0.0,6652000.0,30621000.0,1450731000.0,1210018000.0,0.0,-21767000.0,-477804000.0,1868733000.0,12,2024,BHR-PD,21.15999984741211,21.299999237060547,17.600000381469727,18.5,108233,17.549541473388672,0.5156,0.0
3M,USD,39899000.0,0.0,81689000.0,36966000.0,0.0,15146000.0,63029000.0,1441560000.0,1202668000.0,0.0,10672000.0,-482575000.0,1836122000.0,3,2025,BHR-PD,20.889999389648438,21.07229995727539,20.0,20.3799991607666,33344,19.877227783203125,0.0,0.0
3M,USD,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT-PD,14.600000381469727,16.8799991607666,14.569999694824219,15.720000267028809,55977,13.942360877990723,0.5281,0.0
3M,USD,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT-PD,17.5,21.709999084472656,17.499900817871094,19.639999389648438,48114,18.00233268737793,0.5281,0.0
3M,USD,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT-PD,15.0,15.850000381469727,13.130000114440918,15.300000190734863,114500,14.386935234069824,0.5281,0.0
3M,USD,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT-PD,19.149999618530273,20.725200653076172,19.100000381469727,19.239999771118164,50118,18.72995376586914,0.0,0.0
3M,USD,32412000.0,0.0,114607000.0,13384000.0,0.0,24117000.0,49166000.0,1410703000.0,1128439000.0,0.0,-13787000.0,-437302000.0,1907836000.0,6,2024,BHR-PB,12.899999618530273,14.199899673461914,12.859999656677246,12.859999656677246,73915,11.657675743103027,0.3438,0.0
3M,USD,32479000.0,0.0,168675000.0,66882000.0,0.0,9000.0,16071000.0,1484908000.0,1208013000.0,0.0,39835000.0,-442157000.0,1872398000.0,9,2024,BHR-PB,13.369999885559082,14.944999694824219,12.770000457763672,14.489999771118164,145111,13.481696128845215,0.3438,0.0
3M,USD,31754000.0,0.0,135465000.0,5038000.0,0.0,6652000.0,30621000.0,1450731000.0,1210018000.0,0.0,-21767000.0,-477804000.0,1868733000.0,12,2024,BHR-PB,14.779999732971191,14.949999809265137,13.399999618530273,13.75,95632,13.094522476196289,0.3438,0.0
3M,USD,39899000.0,0.0,81689000.0,36966000.0,0.0,15146000.0,63029000.0,1441560000.0,1202668000.0,0.0,10672000.0,-482575000.0,1836122000.0,3,2025,BHR-PB,14.171299934387207,14.5,12.770000457763672,13.010000228881836,75160,12.697214126586914,0.3438,0.0
3M,USD,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT-PG,12.385499954223633,15.0,11.699999809265137,14.399999618530273,87351,12.73746395111084,0.4609,0.0
3M,USD,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT-PG,17.049999237060547,18.989999771118164,15.949999809265137,16.600000381469727,56285,15.158747673034668,0.4609,0.0
3M,USD,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT-PG,14.220000267028809,14.420000076293945,12.0,13.029999732971191,87724,12.204411506652832,0.4609,0.0
3M,USD,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT-PG,15.772899627685547,16.239999771118164,14.880000114440918,14.899999618530273,36786,14.460850715637207,0.0,0.0
3M,USD,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT-PH,12.529999732971191,14.850000381469727,12.399999618530273,14.350000381469727,57833,12.662760734558105,0.46875,0.0
3M,USD,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT-PH,16.81999969482422,18.860000610351562,15.770000457763672,16.479900360107422,45115,15.024613380432129,0.46875,0.0
3M,USD,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT-PH,14.220000267028809,15.281100273132324,12.380000114440918,12.5,25667,11.706721305847168,0.46875,0.0
3M,USD,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT-PH,16.420000076293945,16.841299057006836,15.15999984741211,15.15999984741211,28187,14.70862865447998,0.0,0.0
3M,USD,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT-PF,12.4399995803833,14.949999809265137,12.210000038146973,13.90999984741211,60157,12.296622276306152,0.4609,0.0
3M,USD,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT-PF,17.770000457763672,18.729999542236328,16.000099182128906,16.000099182128906,41308,14.603094100952148,0.4609,0.0
3M,USD,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT-PF,14.449999809265137,14.920000076293945,12.529999732971191,13.5,34319,12.657529830932617,0.4609,0.0
3M,USD,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT-PF,16.5,16.760000228881836,15.029999732971191,15.029999732971191,40082,14.590168952941895,0.0,0.0
3M,USD,61319000.0,0.0,121774000.0,134626000.0,0.0,7965000.0,80717000.0,2532719000.0,2758649000.0,0.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT-PI,12.449999809265137,15.079999923706055,12.399999618530273,14.4399995803833,76685,12.739083290100098,0.46875,0.0
3M,USD,49874000.0,0.0,119659000.0,18372000.0,0.0,595000.0,51848000.0,2430288000.0,2718712000.0,0.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT-PI,17.0,18.920000076293945,16.3799991607666,16.3799991607666,42410,14.93679141998291,0.46875,0.0
3M,USD,35579000.0,0.0,112907000.0,-56828000.0,0.0,14102000.0,41448000.0,2209995000.0,2629289000.0,0.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT-PI,14.029999732971191,15.0,11.529999732971191,13.470000267028809,56856,12.613496780395508,0.46875,0.0
3M,USD,48020000.0,0.0,85787000.0,54967000.0,0.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,0.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT-PI,16.020000457763672,16.628799438476562,15.017000198364258,15.017000198364258,12382,14.571479797363281,0.0,0.0
3M,USD,61319000.0,10.2,121774000.0,134626000.0,3034760788.0,7965000.0,80717000.0,2532719000.0,2758649000.0,41197788.0,50811000.0,-2616339000.0,3402775000.0,6,2024,AHT,11.800000190734863,12.5,7.699999809265137,9.699999809265137,915520,9.699999809265137,0.0,0.0
3M,USD,49874000.0,-12.39,119659000.0,18372000.0,2869128185.0,595000.0,51848000.0,2430288000.0,2718712000.0,40742185.0,-59128000.0,-2679798000.0,3363449000.0,9,2024,AHT,9.5,9.699999809265137,7.099999904632568,7.5,749320,7.5,0.0,0.0
3M,USD,35579000.0,-23.83,112907000.0,-56828000.0,2856925118.0,14102000.0,41448000.0,2209995000.0,2629289000.0,40527118.0,-129099000.0,-2811868000.0,3372771000.0,12,2024,AHT,8.770000457763672,10.130000114440918,7.03000020980835,7.190000057220459,1193800,7.190000057220459,0.0,0.0
3M,USD,48020000.0,-4.91,85787000.0,54967000.0,2791854844.0,-25058000.0,61291000.0,2519661000.0,2965823000.0,41514844.0,-22198000.0,-2839867000.0,3298551000.0,3,2025,AHT,7.800000190734863,8.539999961853027,7.059999942779541,7.170000076293945,464800,7.170000076293945,0.0,0.0
3M,USD,4176000.0,0.0,10595000.0,14403000.0,0.0,24978000.0,33652000.0,1216214000.0,329790000.0,0.0,7032000.0,-280852000.0,504585000.0,6,2024,CLDT-PA,21.851699829101562,21.979900360107422,20.329999923706055,20.6200008392334,82292,19.09949493408203,0.41406,0.0
3M,USD,4357000.0,0.0,19349000.0,12222000.0,0.0,28817000.0,32200000.0,1201264000.0,435991000.0,0.0,4341000.0,-282011000.0,496865000.0,9,2024,CLDT-PA,22.59000015258789,24.489999771118164,22.100000381469727,23.149999618530273,136653,21.881690979003906,0.41406,0.0
3M,USD,2921000.0,0.0,20195000.0,5369000.0,0.0,12939000.0,24339000.0,1165020000.0,296849000.0,0.0,-1854000.0,-289130000.0,462684000.0,12,2024,CLDT-PA,23.790000915527344,23.81999969482422,20.969999313354492,22.649999618530273,161940,21.792903900146484,0.41406,0.0
3M,USD,3134000.0,0.0,18591000.0,8033000.0,0.0,4190000.0,20835000.0,1135707000.0,281056000.0,0.0,1519000.0,-293990000.0,437430000.0,3,2025,CLDT-PA,21.100000381469727,21.899999618530273,19.59000015258789,19.690000534057617,126748,19.297847747802734,0.0,0.0
3M,USD,171793000.0,0.0,125219000.0,41688000.0,0.0,38809000.0,175782000.0,2812785000.0,1172479000.0,0.0,24631000.0,-633919000.0,1599620000.0,6,2024,DRH-PA,25.649999618530273,25.86639976501465,25.049999237060547,25.200000762939453,104153,23.235424041748047,0.515625,0.0
3M,USD,167959000.0,0.0,75287000.0,43482000.0,0.0,39033000.0,158046000.0,2746295000.0,1097215000.0,0.0,26557000.0,-616934000.0,1523445000.0,9,2024,DRH-PA,25.440000534057617,25.920000076293945,25.299999237060547,25.5,290980,23.993038177490234,0.515625,0.0
3M,USD,145947000.0,0.0,81381000.0,7136000.0,0.0,22081000.0,150820000.0,2685481000.0,1095294000.0,0.0,-11296000.0,-679050000.0,1573319000.0,12,2024,DRH-PA,25.951400756835938,26.020000457763672,25.0,25.649999618530273,265497,24.625951766967773,0.515625,0.0
3M,USD,160991000.0,0.0,100621000.0,25235000.0,0.0,2044000.0,134676000.0,2657789000.0,1092941000.0,0.0,11915000.0,-686428000.0,1527945000.0,3,2025,DRH-PA,25.399999618530273,25.579999923706055,24.770000457763672,24.770000457763672,304715,24.270702362060547,0.515625,0.0
3M,USD,27967000.0,0.0,45873000.0,61903000.0,0.0,50325000.0,73029000.0,2277335000.0,1345492000.0,0.0,38698000.0,-326108000.0,1461699000.0,6,2024,INN-PF,20.0,20.65999984741211,19.132699966430664,20.010000228881836,71557,18.582229614257812,0.0,0.0
3M,USD,20724000.0,0.0,51698000.0,17204000.0,0.0,55663000.0,59924000.0,2247427000.0,1336095000.0,0.0,-3556000.0,-339047000.0,1463783000.0,9,2024,INN-PF,20.770000457763672,21.579999923706055,20.239999771118164,20.979999542236328,244649,19.839237213134766,0.0,0.0
3M,USD,18625000.0,0.0,40637000.0,9041000.0,0.0,32185000.0,58161000.0,2306151000.0,1186710000.0,0.0,916000.0,-347041000.0,1511184000.0,12,2024,INN-PF,20.809999465942383,21.989999771118164,19.770000457763672,20.299999237060547,144754,19.534879684448242,0.0,0.0
3M,USD,23568000.0,0.0,48194000.0,21333000.0,0.0,25850000.0,65627000.0,2338025000.0,1417690000.0,0.0,623000.0,-360404000.0,1529622000.0,3,2025,INN-PF,19.139999389648438,19.709999084472656,18.739999771118164,19.3799991607666,67444,19.010107040405273,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,6,2024,PEB-PG,20.399999618530273,21.020000457763672,19.540000915527344,19.59000015258789,181128,18.09149932861328,0.39844,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,9,2024,PEB-PG,21.0,23.179899215698242,21.0,22.079999923706055,194389,20.800708770751953,0.39844,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,12,2024,PEB-PG,22.04010009765625,22.540000915527344,19.559999465942383,19.75,432915,18.94264793395996,0.39844,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,3,2025,PEB-PG,18.709999084472656,18.979900360107422,17.700000762939453,17.709999084472656,233947,17.326709747314453,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,6,2024,PEB-PH,18.209999084472656,19.540000915527344,18.174299240112305,18.200000762939453,113393,16.83033561706543,0.35625,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,9,2024,PEB-PH,18.989999771118164,20.969900131225586,18.815000534057617,19.799999237060547,146628,18.657930374145508,0.35625,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,12,2024,PEB-PH,19.219999313354492,19.969900131225586,17.290000915527344,18.5,454704,17.741455078125,0.35625,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,3,2025,PEB-PH,17.0,17.25,16.040000915527344,16.309999465942383,190308,15.95742416381836,0.0,0.0
3M,USD,37793000.0,0.0,159151000.0,38540000.0,0.0,54793000.0,127037000.0,2697940000.0,239263000.0,0.0,26142000.0,-534121000.0,984810000.0,6,2024,SHO-PH,20.850000381469727,23.06999969482422,20.850000381469727,21.809999465942383,54800,20.341617584228516,0.382813,0.0
3M,USD,34110000.0,0.0,115542000.0,18007000.0,0.0,46606000.0,103256000.0,2657657000.0,239112000.0,0.0,3249000.0,-552989000.0,991746000.0,9,2024,SHO-PH,21.739999771118164,24.270000457763672,21.739999771118164,22.40999984741211,150768,21.26413917541504,0.382813,0.0
3M,USD,34109000.0,0.0,107199000.0,10971000.0,0.0,30493000.0,96748000.0,2663817000.0,841047000.0,0.0,836000.0,-574940000.0,1002619000.0,12,2024,SHO-PH,22.25,23.452499389648438,21.690000534057617,22.389999389648438,189094,21.603483200073242,0.382813,0.0
3M,USD,50371000.0,0.0,72334000.0,17172000.0,0.0,32031000.0,107233000.0,2637817000.0,516559000.0,0.0,5255000.0,-591394000.0,1019174000.0,3,2025,SHO-PH,20.739999771118164,21.600000381469727,19.790000915527344,19.790000915527344,211239,19.42472267150879,0.0,0.0
3M,USD,37793000.0,0.0,159151000.0,38540000.0,0.0,54793000.0,127037000.0,2697940000.0,239263000.0,0.0,26142000.0,-534121000.0,984810000.0,6,2024,SHO-PI,19.670000076293945,20.63360023498535,19.639999389648438,20.1200008392334,106847,18.77825927734375,0.35625,0.0
3M,USD,34110000.0,0.0,115542000.0,18007000.0,0.0,46606000.0,103256000.0,2657657000.0,239112000.0,0.0,3249000.0,-552989000.0,991746000.0,9,2024,SHO-PI,20.360000610351562,22.09000015258789,20.18000030517578,21.889999389648438,190929,20.794248580932617,0.35625,0.0
3M,USD,34109000.0,0.0,107199000.0,10971000.0,0.0,30493000.0,96748000.0,2663817000.0,841047000.0,0.0,836000.0,-574940000.0,1002619000.0,12,2024,SHO-PI,21.200000762939453,22.719900131225586,20.75,21.549999237060547,188685,20.80962371826172,0.35625,0.0
3M,USD,50371000.0,0.0,72334000.0,17172000.0,0.0,32031000.0,107233000.0,2637817000.0,516559000.0,0.0,5255000.0,-591394000.0,1019174000.0,3,2025,SHO-PI,20.049999237060547,20.349899291992188,18.520000457763672,18.520000457763672,229300,18.185089111328125,0.0,0.0
3M,USD,325698000.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2023,PLD,115.05000305175781,137.52000427246094,114.7699966430664,133.3000030517578,81372000,127.14495849609375,0.87,0.0
3M,USD,0.0,0.63,500589000.0,856607000.0,149591420137.0,1055460000.0,1423553000.0,82684372000.0,28526401000.0,120459796137.0,630807000.0,-933159000.0,35513192000.0,3,2024,PLD,133.0399932861328,135.75999450683594,125.06999969482422,130.22000122070312,58491900,125.0002670288086,0.96,0.0
3M,USD,0.0,0.93,598347000.0,1162827000.0,133102565640.0,1086453000.0,1492183000.0,83185732000.0,29415225000.0,103981539640.0,911501000.0,-964620000.0,35614097000.0,6,2024,PLD,110.7699966430664,115.98999786376953,106.5,112.30999755859375,80316100,108.60558319091797,0.96,0.0
3M,USD,0.0,1.08,780871000.0,1297778000.0,146323937880.0,1434845000.0,1547622000.0,85297653000.0,31629095000.0,116953716880.0,1063451000.0,-851763000.0,38241104000.0,9,2024,PLD,126.54000091552734,132.57000732421875,124.55999755859375,126.27999877929688,74397700,123.16780090332031,0.96,0.0
3M,USD,407464000.0,0.0,1318591000.0,1634342000.0,129481022100.0,1335451000.0,1681011000.0,84766453000.0,30654297000.0,97908113100.0,1342176000.0,-465913000.0,36712139000.0,12,2024,PLD,116.0999984741211,117.0999984741211,100.81999969482422,105.69999694824219,94023800,103.86209106445312,0.96,0.0
3M,USD,0.0,0.0,671117000.0,914903000.0,133866704622.0,1160753000.0,1590571000.0,85665317000.0,31729923000.0,103626779622.0,639520000.0,-812880000.0,37917953000.0,3,2025,PLD,124.16000366210938,124.98999786376953,107.93000030517578,111.79000091552734,87257000,110.80339050292969,1.01,0.0
3M,USD,0.0,2.61,271645000.0,580954000.0,64047829599.0,561106000.0,832737000.0,14666552000.0,9067890000.0,50964554599.0,511697000.0,-336003000.0,9572087000.0,3,2024,PSA,282.1300048828125,295.20001220703125,274.95001220703125,290.05999755859375,15185100,276.177978515625,3.0,0.0
3M,USD,0.0,2.67,542263000.0,596520000.0,63693444887.0,793267000.0,872167000.0,14757765000.0,9400520000.0,50547199887.0,521209000.0,-592665000.0,9985114000.0,6,2024,PSA,274.25,296.5,269.54998779296875,287.6499938964844,15386800,276.72955322265625,3.0,0.0
3M,USD,0.0,2.17,599004000.0,509883000.0,76924926856.0,688410000.0,866058000.0,14733841000.0,9473778000.0,63716669856.0,433143000.0,-737450000.0,10093194000.0,9,2024,PSA,342.6000061035156,366.79998779296875,339.80999755859375,363.8699951171875,15069600,353.92193603515625,3.0,0.0
3M,USD,0.0,3.22,447416000.0,689123000.0,65749063199.0,665448000.0,866653000.0,14715640000.0,9353034000.0,52524289199.0,618361000.0,-699083000.0,9941282000.0,12,2024,PSA,346.9100036621094,349.0799865722656,288.6700134277344,299.44000244140625,16111100,293.7070007324219,3.0,0.0
3M,USD,0.0,0.0,287177000.0,484226000.0,65756311099.0,647054000.0,851337000.0,14640814000.0,9424558000.0,52500693099.0,410791000.0,-867425000.0,9945094000.0,3,2025,PSA,304.1099853515625,322.489990234375,286.489990234375,299.2900085449219,16664300,296.33111572265625,3.0,0.0
3M,USD,0.0,0.0,542263000.0,596520000.0,0.0,793267000.0,872167000.0,14757765000.0,9400520000.0,0.0,521209000.0,-592665000.0,9985114000.0,6,2024,PSA-PH,25.279699325561523,25.6299991607666,25.040000915527344,25.139999389648438,407521,23.748655319213867,0.35,0.0
3M,USD,0.0,0.0,599004000.0,509883000.0,0.0,688410000.0,866058000.0,14733841000.0,9473778000.0,0.0,433143000.0,-737450000.0,10093194000.0,9,2024,PSA-PH,25.010000228881836,25.440000534057617,24.809999465942383,24.899999618530273,443168,23.8487606048584,0.35,0.0
3M,USD,0.0,0.0,447416000.0,689123000.0,0.0,665448000.0,866653000.0,14715640000.0,9353034000.0,0.0,618361000.0,-699083000.0,9941282000.0,12,2024,PSA-PH,24.739999771118164,25.700000762939453,23.100000381469727,23.25,902278,22.57918357849121,0.35,0.0
3M,USD,0.0,0.0,287177000.0,484226000.0,0.0,647054000.0,851337000.0,14640814000.0,9424558000.0,0.0,410791000.0,-867425000.0,9945094000.0,3,2025,PSA-PH,24.31999969482422,24.389999389648438,22.920000076293945,22.93000030517578,651437,22.591014862060547,0.35,0.0
3M,USD,164060000.0,0.88,76973000.0,353242000.0,44243637480.0,542194000.0,594130000.0,25667937000.0,10547305000.0,32904220480.0,195412000.0,-667667000.0,12631240000.0,6,2024,EXR,145.75999450683594,160.99000549316406,143.8000030517578,155.41000366210938,21699200,149.1690216064453,1.62,0.0
3M,USD,112748000.0,0.91,88931000.0,367662000.0,49844357090.0,462290000.0,598259000.0,25538443000.0,10643830000.0,38196990090.0,202945000.0,-817865000.0,13104434000.0,9,2024,EXR,176.39999389648438,184.8699951171875,171.22000122070312,180.19000244140625,23561800,174.7395477294922,1.62,0.0
3M,USD,129748000.0,1.24,138222000.0,433472000.0,43859918296.0,403478000.0,582545000.0,26269551000.0,10960016000.0,31714528296.0,277801000.0,-899337000.0,13988564000.0,12,2024,EXR,170.9600067138672,171.24000549316406,142.08999633789062,149.60000610351562,20759800,146.40806579589844,1.62,0.0
3M,USD,116059000.0,1.28,119559000.0,447628000.0,44402981666.0,477135000.0,579299000.0,26428527000.0,11563740000.0,31513342666.0,284925000.0,-972665000.0,14215415000.0,3,2025,EXR,152.42999267578125,160.5800018310547,142.25,148.49000549316406,26598600,146.8252716064453,1.62,0.0
3M,USD,0.0,0.0,542263000.0,596520000.0,0.0,793267000.0,872167000.0,14757765000.0,9400520000.0,0.0,521209000.0,-592665000.0,9985114000.0,6,2024,PSA-PK,21.600000381469727,21.716800689697266,20.760000228881836,21.229999542236328,216136,20.06691551208496,0.296875,0.0
3M,USD,0.0,0.0,599004000.0,509883000.0,0.0,688410000.0,866058000.0,14733841000.0,9473778000.0,0.0,433143000.0,-737450000.0,10093194000.0,9,2024,PSA-PK,21.829999923706055,23.209999084472656,21.760000228881836,22.84000015258789,404814,21.891416549682617,0.296875,0.0
3M,USD,0.0,0.0,447416000.0,689123000.0,0.0,665448000.0,866653000.0,14715640000.0,9353034000.0,0.0,618361000.0,-699083000.0,9941282000.0,12,2024,PSA-PK,21.549999237060547,21.549999237060547,19.420000076293945,20.239999771118164,938236,19.657968521118164,0.2969,0.0
3M,USD,0.0,0.0,287177000.0,484226000.0,0.0,647054000.0,851337000.0,14640814000.0,9424558000.0,0.0,410791000.0,-867425000.0,9945094000.0,3,2025,PSA-PK,20.270000457763672,20.540000915527344,19.549999237060547,19.700000762939453,267902,19.409154891967773,0.2969,0.0
3M,USD,901000000.0,-2.44,409000000.0,-480000000.0,29083243833.0,33000000.0,438000000.0,14020000000.0,4955000000.0,17846243833.0,-543000000.0,-1662000000.0,9134000000.0,9,2024,LINE,82.0,84.88999938964844,77.38999938964844,78.37999725341797,23179400,76.606689453125,0.38,0.0
3M,USD,826000000.0,-0.33,173000000.0,-40000000.0,19958075026.0,52000000.0,433000000.0,13600000000.0,4906000000.0,13378075026.0,-80000000.0,-1855000000.0,8967000000.0,12,2024,LINE,62.91999816894531,65.5739974975586,56.66999816894531,58.56999969482422,23735000,57.52408981323242,0.528,0.0
3M,USD,847000000.0,0.01,195000000.0,86000000.0,20084828121.0,-12000000.0,416000000.0,13771000000.0,5130000000.0,13379828121.0,0.0,-1976000000.0,9122000000.0,3,2025,LINE,60.5,62.29999923706055,56.15399932861328,58.630001068115234,19878600,58.105133056640625,0.0,0.0
3M,USD,7907000.0,0.42,5587000.0,117777000.0,13201773083.0,150150000.0,184369000.0,5705272000.0,2904764000.0,10219809083.0,94858000.0,-1364723000.0,3346849000.0,3,2024,CUBE,43.06999969482422,46.11000061035156,42.29999923706055,45.220001220703125,27997900,42.73031234741211,0.51,0.0
3M,USD,9213000.0,0.42,5656000.0,116953000.0,0.0,170862000.0,183112000.0,5654642000.0,2873948000.0,0.0,94186000.0,-1386056000.0,3337110000.0,6,2024,CUBE,42.400001525878906,46.27000045776367,41.630001068115234,45.16999816894531,23161800,43.167991638183594,0.0,0.0
3M,USD,9859000.0,0.45,43507000.0,123700000.0,15110298249.0,145396000.0,189022000.0,5659892000.0,2874384000.0,12165721249.0,100950000.0,-1411850000.0,3319783000.0,9,2024,CUBE,51.619998931884766,55.13999938964844,50.91999816894531,53.83000183105469,25771700,52.03164291381836,0.0,0.0
3M,USD,10372000.0,0.0,71560000.0,124275000.0,12656283178.0,164666000.0,191978000.0,5858402000.0,2986546000.0,9759729178.0,101891000.0,-1415662000.0,3440313000.0,12,2024,CUBE,49.40999984741211,49.7599983215332,41.720001220703125,42.849998474121094,29512900,41.81462478637695,0.0,0.0
3M,USD,9096000.0,0.0,10751000.0,114845000.0,12758389135.0,146321000.0,190102000.0,6213787000.0,2987166000.0,9777735135.0,88745000.0,-1445520000.0,3817473000.0,3,2025,CUBE,41.47999954223633,43.81999969482422,40.689998626708984,42.709999084472656,38723100,42.189998626708984,0.0,0.0
3M,USD,82798000.0,1.15,39400000.0,64402000.0,9870221471.0,122861000.0,115239000.0,4439389000.0,1676799000.0,8189347471.0,55301000.0,-375556000.0,1947746000.0,6,2024,EGP,165.5800018310547,171.07000732421875,161.89999389648438,170.10000610351562,5620500,164.78985595703125,1.27,0.0
3M,USD,87247000.0,1.13,16957000.0,64328000.0,10846743261.0,122932000.0,118713000.0,4455614000.0,1627018000.0,9192674261.0,55194000.0,-389274000.0,1921374000.0,9,2024,EGP,184.5500030517578,192.2100067138672,180.9199981689453,186.82000732421875,7766600,182.35679626464844,1.4,0.0
3M,USD,93755000.0,1.17,17529000.0,67119000.0,9944072321.0,53894000.0,120849000.0,4795741000.0,1507157000.0,8317522321.0,58654000.0,-403172000.0,1784932000.0,12,2024,EGP,171.19000244140625,175.3699951171875,158.52000427246094,160.49000549316406,6505200,157.83319091796875,1.4,0.0
