periodType,currencyCode,AccountsReceivable,BasicEPS,CashAndCashEquivalents,EBIT,EnterpriseValue,FreeCashFlow,GrossProfit,InvestedCapital,LongTermDebt,MarketCap,NetIncomeFromContinuingOperations,RetainedEarnings,TotalLiabilitiesNetMinorityInterest,year,symbol,open,high,low,close,volume,adjclose,dividends,splits
3M,USD,0.0,0.12,10253000.0,49903000.0,5287135641.0,74442000.0,108158000.0,4737311000.0,1388952000.0,3680406641.0,29817000.0,-1520733000.0,1704061000.0,2024,0,14.800000190734863,16.5,14.369999885559082,16.110000610351562,36044400,15.418588638305664,0.08,0.0
3M,USD,0.0,0.12,10253000.0,49903000.0,5287135641.0,74442000.0,108158000.0,4737311000.0,1388952000.0,3680406641.0,29817000.0,-1520733000.0,1704061000.0,2024,0,16.170000076293945,16.434999465942383,15.15999984741211,15.350000381469727,35966300,14.764116287231445,0.13,0.0
3M,USD,0.0,0.13,14917000.0,50859000.0,4656445001.0,21850000.0,104471000.0,4748216000.0,1387396000.0,3083661001.0,31221000.0,-1547091000.0,1735358000.0,2025,0,15.380000114440918,16.014999389648438,14.229999542236328,15.4399995803833,34658900,14.976861000061035,0.08,0.0
3M,USD,0.0,0.13,14917000.0,50859000.0,4656445001.0,21850000.0,104471000.0,4748216000.0,1387396000.0,3083661001.0,31221000.0,-1547091000.0,1735358000.0,2025,0,15.229999542236328,15.859999656677246,14.229999542236328,14.8100004196167,40463800,14.440193176269531,0.08,0.0
3M,USD,0.0,0.13,14917000.0,50859000.0,4656445001.0,21850000.0,104471000.0,4748216000.0,1387396000.0,3083661001.0,31221000.0,-1547091000.0,1735358000.0,2025,0,14.774999618530273,14.960000038146973,12.649999618530273,12.90999984741211,59909000,12.657179832458496,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,20.969999313354492,21.6294002532959,20.059999465942383,20.31999969482422,213841,18.781028747558594,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,20.520000457763672,21.25,20.18000030517578,21.06999969482422,110907,19.47422218322754,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,21.074600219726562,21.549999237060547,20.260000228881836,20.260000228881836,105900,18.72557258605957,0.39844,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,20.110000610351562,21.19029998779297,20.079999923706055,21.1200008392334,172014,19.894338607788086,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,20.799999237060547,22.469999313354492,20.790000915527344,22.450000762939453,121689,21.14715576171875,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,22.329999923706055,23.219999313354492,21.90999984741211,21.90999984741211,169505,20.638492584228516,0.39844,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,22.229999542236328,23.219999313354492,22.229999542236328,22.59000015258789,319772,21.660913467407227,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,22.499900817871094,22.939899444580078,21.43000030517578,21.844999313354492,94542,20.94655418395996,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PE,21.950000762939453,22.48579978942871,19.8700008392334,19.940000534057617,223090,19.119903564453125,0.39844,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PE,20.969999313354492,21.6294002532959,20.059999465942383,20.31999969482422,213841,18.781028747558594,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PE,20.520000457763672,21.25,20.18000030517578,21.06999969482422,110907,19.47422218322754,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PE,21.074600219726562,21.549999237060547,20.260000228881836,20.260000228881836,105900,18.72557258605957,0.39844,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,20.110000610351562,21.19029998779297,20.079999923706055,21.1200008392334,172014,19.894338607788086,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,20.799999237060547,22.469999313354492,20.790000915527344,22.450000762939453,121689,21.14715576171875,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.329999923706055,23.219999313354492,21.90999984741211,21.90999984741211,169505,20.638492584228516,0.39844,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.229999542236328,23.219999313354492,22.229999542236328,22.59000015258789,319772,21.660913467407227,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.499900817871094,22.939899444580078,21.43000030517578,21.844999313354492,94542,20.94655418395996,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,21.950000762939453,22.48579978942871,19.8700008392334,19.940000534057617,223090,19.119903564453125,0.39844,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.969999313354492,21.6294002532959,20.059999465942383,20.31999969482422,213841,18.781028747558594,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.520000457763672,21.25,20.18000030517578,21.06999969482422,110907,19.47422218322754,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,21.074600219726562,21.549999237060547,20.260000228881836,20.260000228881836,105900,18.72557258605957,0.39844,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.110000610351562,21.19029998779297,20.079999923706055,21.1200008392334,172014,19.894338607788086,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.799999237060547,22.469999313354492,20.790000915527344,22.450000762939453,121689,21.14715576171875,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.329999923706055,23.219999313354492,21.90999984741211,21.90999984741211,169505,20.638492584228516,0.39844,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.229999542236328,23.219999313354492,22.229999542236328,22.59000015258789,319772,21.660913467407227,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.499900817871094,22.939899444580078,21.43000030517578,21.844999313354492,94542,20.94655418395996,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,21.950000762939453,22.48579978942871,19.8700008392334,19.940000534057617,223090,19.119903564453125,0.39844,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.969999313354492,21.6294002532959,20.059999465942383,20.31999969482422,213841,18.781028747558594,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.520000457763672,21.25,20.18000030517578,21.06999969482422,110907,19.47422218322754,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,21.074600219726562,21.549999237060547,20.260000228881836,20.260000228881836,105900,18.72557258605957,0.39844,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.110000610351562,21.19029998779297,20.079999923706055,21.1200008392334,172014,19.894338607788086,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.799999237060547,22.469999313354492,20.790000915527344,22.450000762939453,121689,21.14715576171875,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.329999923706055,23.219999313354492,21.90999984741211,21.90999984741211,169505,20.638492584228516,0.39844,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.229999542236328,23.219999313354492,22.229999542236328,22.59000015258789,319772,21.660913467407227,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.499900817871094,22.939899444580078,21.43000030517578,21.844999313354492,94542,20.94655418395996,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,21.950000762939453,22.48579978942871,19.8700008392334,19.940000534057617,223090,19.119903564453125,0.39844,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,20.040000915527344,20.25,18.829999923706055,19.950000762939453,384806,19.513248443603516,0.0,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,19.657400131225586,19.802799224853516,18.299999237060547,18.670000076293945,263009,18.26127052307129,0.0,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,18.825000762939453,18.950000762939453,17.149999618530273,17.149999618530273,222753,16.774545669555664,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,20.6200008392334,21.264999389648438,19.56999969482422,19.950000762939453,290119,18.467227935791016,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,19.90999984741211,21.040000915527344,19.799999237060547,20.450000762939453,127656,18.930065155029297,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,20.450000762939453,21.34000015258789,19.969999313354492,19.969999313354492,89026,18.485740661621094,0.39375,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,19.969999313354492,20.90999984741211,19.969999313354492,20.8700008392334,312536,19.68971061706543,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,20.68000030517578,21.90999984741211,20.350000381469727,21.84000015258789,158287,20.604848861694336,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,22.020000457763672,23.43000030517578,21.899999618530273,22.219999313354492,125958,20.963359832763672,0.39375,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,22.489999771118164,23.75,22.440099716186523,23.31999969482422,213091,22.387781143188477,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,23.219999313354492,23.40999984741211,21.809999465942383,22.18000030517578,85314,21.293352127075195,0.0,0.0
3M,USD,53934000.0,0.0,56707000.0,-1528000.0,0.0,46000000.0,65608000.0,4932367000.0,2163303000.0,0.0,-27520000.0,-1381450000.0,2884442000.0,2024,PEB-PF,22.450000762939453,22.760000228881836,20.010000228881836,20.350000381469727,165570,19.536508560180664,0.39375,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PF,20.6200008392334,21.264999389648438,19.56999969482422,19.950000762939453,290119,18.467227935791016,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PF,19.90999984741211,21.040000915527344,19.799999237060547,20.450000762939453,127656,18.930065155029297,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,PEB-PF,20.450000762939453,21.34000015258789,19.969999313354492,19.969999313354492,89026,18.485740661621094,0.39375,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,19.969999313354492,20.90999984741211,19.969999313354492,20.8700008392334,312536,19.68971061706543,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,20.68000030517578,21.90999984741211,20.350000381469727,21.84000015258789,158287,20.604848861694336,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.020000457763672,23.43000030517578,21.899999618530273,22.219999313354492,125958,20.963359832763672,0.39375,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.489999771118164,23.75,22.440099716186523,23.31999969482422,213091,22.387781143188477,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,23.219999313354492,23.40999984741211,21.809999465942383,22.18000030517578,85314,21.293352127075195,0.0,0.0
3M,USD,63555000.0,0.0,101689000.0,59651000.0,0.0,83671000.0,124451000.0,4952684000.0,2207201000.0,0.0,32239000.0,-1362359000.0,2869917000.0,2024,0,22.450000762939453,22.760000228881836,20.010000228881836,20.350000381469727,165570,19.536508560180664,0.39375,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.6200008392334,21.264999389648438,19.56999969482422,19.950000762939453,290119,18.467227935791016,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,19.90999984741211,21.040000915527344,19.799999237060547,20.450000762939453,127656,18.930065155029297,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.450000762939453,21.34000015258789,19.969999313354492,19.969999313354492,89026,18.485740661621094,0.39375,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,19.969999313354492,20.90999984741211,19.969999313354492,20.8700008392334,312536,19.68971061706543,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,20.68000030517578,21.90999984741211,20.350000381469727,21.84000015258789,158287,20.604848861694336,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.020000457763672,23.43000030517578,21.899999618530273,22.219999313354492,125958,20.963359832763672,0.39375,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.489999771118164,23.75,22.440099716186523,23.31999969482422,213091,22.387781143188477,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,23.219999313354492,23.40999984741211,21.809999465942383,22.18000030517578,85314,21.293352127075195,0.0,0.0
3M,USD,61039000.0,0.0,133965000.0,46316000.0,0.0,76079000.0,112236000.0,4959439000.0,2207714000.0,0.0,45145000.0,-1330539000.0,2880679000.0,2024,0,22.450000762939453,22.760000228881836,20.010000228881836,20.350000381469727,165570,19.536508560180664,0.39375,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.6200008392334,21.264999389648438,19.56999969482422,19.950000762939453,290119,18.467227935791016,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,19.90999984741211,21.040000915527344,19.799999237060547,20.450000762939453,127656,18.930065155029297,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.450000762939453,21.34000015258789,19.969999313354492,19.969999313354492,89026,18.485740661621094,0.39375,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,19.969999313354492,20.90999984741211,19.969999313354492,20.8700008392334,312536,19.68971061706543,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,20.68000030517578,21.90999984741211,20.350000381469727,21.84000015258789,158287,20.604848861694336,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.020000457763672,23.43000030517578,21.899999618530273,22.219999313354492,125958,20.963359832763672,0.39375,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.489999771118164,23.75,22.440099716186523,23.31999969482422,213091,22.387781143188477,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,23.219999313354492,23.40999984741211,21.809999465942383,22.18000030517578,85314,21.293352127075195,0.0,0.0
3M,USD,39125000.0,0.0,206650000.0,-26327000.0,0.0,69252000.0,63828000.0,4943880000.0,2229549000.0,0.0,-49848000.0,-1392860000.0,2905464000.0,2024,0,22.450000762939453,22.760000228881836,20.010000228881836,20.350000381469727,165570,19.536508560180664,0.39375,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,20.350000381469727,20.594999313354492,18.969999313354492,19.940000534057617,165359,19.519466400146484,0.0,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,19.75,19.920000076293945,18.260099411010742,18.639999389648438,333412,18.24688148498535,0.0,0.0
3M,USD,43173000.0,0.0,208070000.0,-10119000.0,0.0,50341000.0,59779000.0,4882317000.0,2230255000.0,0.0,-32180000.0,-1437622000.0,2924205000.0,2025,0,18.739999771118164,19.049999237060547,17.5,17.510000228881836,353430,17.140714645385742,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,17.540000915527344,17.864999771118164,15.970000267028809,16.1299991607666,49011900,14.560550689697266,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,16.559999465942383,16.649999618530273,15.479999542236328,15.859999656677246,54606000,14.316822052001953,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,16.040000915527344,16.209999084472656,14.449999809265137,14.979999542236328,53820100,13.522445678710938,0.25,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,14.979999542236328,15.59000015258789,14.15999984741211,15.0600004196167,56990900,13.826970100402832,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,15.149999618530273,15.739999771118164,13.234999656677246,15.279999732971191,53194800,14.02895736694336,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,15.1899995803833,15.770000457763672,13.539999961853027,14.100000381469727,60966600,12.94556999206543,0.25,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,14.069999694824219,14.720000267028809,13.59000015258789,13.890000343322754,67268200,12.971733093261719,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,13.90999984741211,15.765000343322754,13.819999694824219,15.550000190734863,57761500,14.521989822387695,0.0,0.0
3M,USD,125000000.0,0.13,378000000.0,97000000.0,7678281216.0,22000000.0,187000000.0,8277000000.0,4488000000.0,3682281216.0,29000000.0,-367000000.0,5343000000.0,2024,PK,15.569999694824219,16.229999542236328,14.020000457763672,14.069999694824219,77059200,13.139832496643066,0.65,0.0
3M,USD,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,2024,PK,17.540000915527344,17.864999771118164,15.970000267028809,16.1299991607666,49011900,14.560550689697266,0.0,0.0
3M,USD,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,2024,PK,16.559999465942383,16.649999618530273,15.479999542236328,15.859999656677246,54606000,14.316822052001953,0.0,0.0
3M,USD,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,2024,PK,16.040000915527344,16.209999084472656,14.449999809265137,14.979999542236328,53820100,13.522445678710938,0.25,0.0
3M,USD,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,2024,0,14.979999542236328,15.59000015258789,14.15999984741211,15.0600004196167,56990900,13.826970100402832,0.0,0.0
3M,USD,133000000.0,0.31,449000000.0,124000000.0,7483751403.0,66000000.0,215000000.0,8360000000.0,4580000000.0,3154751403.0,67000000.0,-355000000.0,5430000000.0,2024,0,15.149999618530273,15.739999771118164,13.234999656677246,15.279999732971191,53194800,14.02895736694336,0.0,0.0
